,baseline,sleeve25,sleeve50,sleeve75,staged50,full_switch
2020-09-11,97369.46233070338,97369.46233070338,97369.46233070338,97369.46233070338,97369.46233070338,97369.46233070338
2020-09-14,97380.45123481296,97380.45123481296,97380.45123481296,97380.45123481296,97380.45123481296,97380.45123481296
2020-09-15,97383.46753618283,97383.46753618283,97383.46753618283,97383.46753618283,97383.46753618283,97383.46753618283
2020-09-16,97386.48383755269,97386.48383755269,97386.48383755269,97386.48383755269,97386.48383755269,97386.48383755269
2020-09-17,97389.50013892255,97389.50013892255,97389.50013892255,97389.50013892255,97389.50013892255,97389.50013892255
2020-09-18,97392.51644029241,97392.51644029241,97392.51644029241,97392.51644029241,97392.51644029241,97392.51644029241
2020-09-21,97403.505344402,97403.505344402,97403.505344402,97403.505344402,97403.505344402,97403.505344402
2020-09-22,97406.52164577186,97406.52164577186,97406.52164577186,97406.52164577186,97406.52164577186,97406.52164577186
2020-09-23,97409.53794714173,97409.53794714173,97409.53794714173,97409.53794714173,97409.53794714173,97409.53794714173
2020-09-24,97412.55424851159,97412.55424851159,97412.55424851159,97412.55424851159,97412.55424851159,97412.55424851159
2020-09-25,97415.57054988145,97415.57054988145,97415.57054988145,97415.57054988145,97415.57054988145,97415.57054988145
2020-09-28,97426.55945399104,97426.55945399104,97426.55945399104,97426.55945399104,97426.55945399104,97426.55945399104
2020-09-29,97429.5757553609,97429.5757553609,97429.5757553609,97429.5757553609,97429.5757553609,97429.5757553609
2020-09-30,97432.59205673076,97432.59205673076,97432.59205673076,97432.59205673076,97432.59205673076,97432.59205673076
2020-10-09,97467.49876905953,97467.49876905953,97467.49876905953,97467.49876905953,97467.49876905953,97467.49876905953
2020-10-12,97478.48767316912,97478.48767316912,97478.48767316912,97478.48767316912,97478.48767316912,97478.48767316912
2020-10-13,97481.50397453898,97481.50397453898,97481.50397453898,97481.50397453898,97481.50397453898,97481.50397453898
2020-10-14,97484.52027590884,97484.52027590884,97484.52027590884,97484.52027590884,97484.52027590884,97484.52027590884
2020-10-15,97487.5365772787,97487.5365772787,97487.5365772787,97487.5365772787,97487.5365772787,97487.5365772787
2020-10-16,97490.55287864857,97490.55287864857,97490.55287864857,97490.55287864857,97490.55287864857,97490.55287864857
2020-10-19,97501.54178275816,97501.54178275816,97501.54178275816,97501.54178275816,97501.54178275816,97501.54178275816
2020-10-20,97504.55808412802,97504.55808412802,97504.55808412802,97504.55808412802,97504.55808412802,97504.55808412802
2020-10-21,97507.57438549788,97507.57438549788,97507.57438549788,97507.57438549788,97507.57438549788,97507.57438549788
2020-10-22,97510.59068686774,97510.59068686774,97510.59068686774,97510.59068686774,97510.59068686774,97510.59068686774
2020-10-23,97513.6069882376,97513.6069882376,97513.6069882376,97513.6069882376,97513.6069882376,97513.6069882376
2020-10-26,97524.59589234719,97524.59589234719,97524.59589234719,97524.59589234719,97524.59589234719,97524.59589234719
2020-10-27,97527.61219371705,97527.61219371705,97527.61219371705,97527.61219371705,97527.61219371705,97527.61219371705
2020-10-28,97530.62849508692,97530.62849508692,97530.62849508692,97530.62849508692,97530.62849508692,97530.62849508692
2020-10-29,97533.64479645678,97533.64479645678,97533.64479645678,97533.64479645678,97533.64479645678,97533.64479645678
2020-10-30,97536.66109782664,97536.66109782664,97536.66109782664,97536.66109782664,97536.66109782664,97536.66109782664
2020-11-02,97547.65000193623,97547.65000193623,97547.65000193623,97547.65000193623,97547.65000193623,97547.65000193623
2020-11-03,97638.11132614424,97638.11132614424,97638.11132614424,97638.11132614424,97638.11132614424,97638.11132614424
2020-11-04,97959.12670090124,97959.12670090124,97959.12670090124,97959.12670090124,97959.12670090124,97959.12670090124
2020-11-05,99267.63834891259,99267.63834891259,99267.63834891259,99267.63834891259,99267.63834891259,99267.63834891259
2020-11-06,99237.12130987832,99237.12130987832,99237.12130987832,99237.12130987832,99237.12130987832,99237.12130987832
2020-11-09,98197.92436564156,98197.92436564156,98197.92436564156,98197.92436564156,98197.92436564156,98197.92436564156
2020-11-10,98550.94838335052,98550.94838335052,98550.94838335052,98550.94838335052,98550.94838335052,98550.94838335052
2020-11-11,100547.07539538344,100547.07539538344,100547.07539538344,100547.07539538344,100547.07539538344,100547.07539538344
2020-11-12,100293.26084397007,100293.26084397007,100293.26084397007,100293.26084397007,100293.26084397007,100293.26084397007
2020-11-13,100300.66912276906,100300.66912276906,100300.66912276906,100300.66912276906,100300.66912276906,100300.66912276906
2020-11-16,100311.99788989234,100311.99788989234,100311.99788989234,100311.99788989234,100311.99788989234,100311.99788989234
2020-11-17,100315.10747893344,100315.10747893344,100315.10747893344,100315.10747893344,100315.10747893344,100315.10747893344
2020-11-18,100318.21706797453,100318.21706797453,100318.21706797453,100318.21706797453,100318.21706797453,100318.21706797453
2020-11-19,100321.32665701563,100321.32665701563,100321.32665701563,100321.32665701563,100321.32665701563,100321.32665701563
2020-11-20,100324.43624605672,100324.43624605672,100324.43624605672,100324.43624605672,100324.43624605672,100324.43624605672
2020-11-23,100335.76501318,100335.76501318,100335.76501318,100335.76501318,100335.76501318,100335.76501318
2020-11-24,100338.8746022211,100338.8746022211,100338.8746022211,100338.8746022211,100338.8746022211,100338.8746022211
2020-11-25,100341.98419126219,100341.98419126219,100341.98419126219,100341.98419126219,100341.98419126219,100341.98419126219
2020-11-26,100345.09378030329,100345.09378030329,100345.09378030329,100345.09378030329,100345.09378030329,100345.09378030329
2020-11-27,100348.20336934438,100348.20336934438,100348.20336934438,100348.20336934438,100348.20336934438,100348.20336934438
2020-11-30,100359.53213646766,100359.53213646766,100359.53213646766,100359.53213646766,100359.53213646766,100359.53213646766
2020-12-01,100362.64172550876,100362.64172550876,100362.64172550876,100362.64172550876,100362.64172550876,100362.64172550876
2020-12-02,100365.75131454985,100365.75131454985,100365.75131454985,100365.75131454985,100365.75131454985,100365.75131454985
2020-12-03,100368.86090359095,100368.86090359095,100368.86090359095,100368.86090359095,100368.86090359095,100368.86090359095
2020-12-04,100371.97049263204,100371.97049263204,100371.97049263204,100371.97049263204,100371.97049263204,100371.97049263204
2020-12-07,100383.29925975532,100383.29925975532,100383.29925975532,100383.29925975532,100383.29925975532,100383.29925975532
2020-12-08,100386.40884879642,100386.40884879642,100386.40884879642,100386.40884879642,100386.40884879642,100386.40884879642
2020-12-09,100389.51843783751,100389.51843783751,100389.51843783751,100389.51843783751,100389.51843783751,100389.51843783751
2020-12-10,100392.6280268786,100392.6280268786,100392.6280268786,100392.6280268786,100392.6280268786,100392.6280268786
2020-12-11,100395.7376159197,100395.7376159197,100395.7376159197,100395.7376159197,100395.7376159197,100395.7376159197
2020-12-14,100407.06638304298,100407.06638304298,100407.06638304298,100407.06638304298,100407.06638304298,100407.06638304298
2020-12-15,100410.17597208408,100410.17597208408,100410.17597208408,100410.17597208408,100410.17597208408,100410.17597208408
2020-12-16,100413.28556112517,100413.28556112517,100413.28556112517,100413.28556112517,100413.28556112517,100413.28556112517
2020-12-17,100416.39515016627,100416.39515016627,100416.39515016627,100416.39515016627,100416.39515016627,100416.39515016627
2020-12-18,100419.50473920736,100419.50473920736,100419.50473920736,100419.50473920736,100419.50473920736,100419.50473920736
2020-12-21,100430.83350633064,100430.83350633064,100430.83350633064,100430.83350633064,100430.83350633064,100430.83350633064
2020-12-22,100433.94309537174,100433.94309537174,100433.94309537174,100433.94309537174,100433.94309537174,100433.94309537174
2020-12-23,100437.05268441283,100437.05268441283,100437.05268441283,100437.05268441283,100437.05268441283,100437.05268441283
2020-12-24,100440.16227345393,100440.16227345393,100440.16227345393,100440.16227345393,100440.16227345393,100440.16227345393
2020-12-25,100443.27186249502,100443.27186249502,100443.27186249502,100443.27186249502,100443.27186249502,100443.27186249502
2020-12-28,100454.6006296183,100454.6006296183,100454.6006296183,100454.6006296183,100454.6006296183,100454.6006296183
2020-12-29,100457.7102186594,100457.7102186594,100457.7102186594,100457.7102186594,100457.7102186594,100457.7102186594
2020-12-30,100460.81980770049,100460.81980770049,100460.81980770049,100460.81980770049,100460.81980770049,100460.81980770049
2020-12-31,100463.92939674159,100463.92939674159,100463.92939674159,100463.92939674159,100463.92939674159,100463.92939674159
2021-01-04,100479.36775290596,100479.36775290596,100479.36775290596,100479.36775290596,100479.36775290596,100479.36775290596
2021-01-05,100482.47734194706,100482.47734194706,100482.47734194706,100482.47734194706,100482.47734194706,100482.47734194706
2021-01-06,100485.58693098815,100485.58693098815,100485.58693098815,100485.58693098815,100485.58693098815,100485.58693098815
2021-01-07,100488.69652002925,100488.69652002925,100488.69652002925,100488.69652002925,100488.69652002925,100488.69652002925
2021-01-08,100491.80610907034,100491.80610907034,100491.80610907034,100491.80610907034,100491.80610907034,100491.80610907034
2021-01-11,100503.13487619362,100503.13487619362,100503.13487619362,100503.13487619362,100503.13487619362,100503.13487619362
2021-01-12,100506.24446523472,100506.24446523472,100506.24446523472,100506.24446523472,100506.24446523472,100506.24446523472
2021-01-13,100509.35405427581,100509.35405427581,100509.35405427581,100509.35405427581,100509.35405427581,100509.35405427581
2021-01-14,100512.4636433169,100512.4636433169,100512.4636433169,100512.4636433169,100512.4636433169,100512.4636433169
2021-01-15,100515.573232358,100515.573232358,100515.573232358,100515.573232358,100515.573232358,100515.573232358
2021-01-18,100526.90199948128,100526.90199948128,100526.90199948128,100526.90199948128,100526.90199948128,100526.90199948128
2021-01-19,100530.01158852238,100530.01158852238,100530.01158852238,100530.01158852238,100530.01158852238,100530.01158852238
2021-01-20,100533.12117756347,100533.12117756347,100533.12117756347,100533.12117756347,100533.12117756347,100533.12117756347
2021-01-21,100536.23076660457,100536.23076660457,100536.23076660457,100536.23076660457,100536.23076660457,100536.23076660457
2021-01-22,100539.34035564566,100539.34035564566,100539.34035564566,100539.34035564566,100539.34035564566,100539.34035564566
2021-01-25,100550.66912276894,100550.66912276894,100550.66912276894,100550.66912276894,100550.66912276894,100550.66912276894
2021-01-26,100553.77871181004,100553.77871181004,100553.77871181004,100553.77871181004,100553.77871181004,100553.77871181004
2021-01-27,100556.88830085113,100556.88830085113,100556.88830085113,100556.88830085113,100556.88830085113,100556.88830085113
2021-01-28,100559.99788989223,100559.99788989223,100559.99788989223,100559.99788989223,100559.99788989223,100559.99788989223
2021-01-29,100563.10747893332,100563.10747893332,100563.10747893332,100563.10747893332,100563.10747893332,100563.10747893332
2021-02-01,100574.4362460566,100574.4362460566,100574.4362460566,100574.4362460566,100574.4362460566,100574.4362460566
2021-02-02,100577.5458350977,100577.5458350977,100577.5458350977,100577.5458350977,100577.5458350977,100577.5458350977
2021-02-03,100580.6554241388,100580.6554241388,100580.6554241388,100580.6554241388,100580.6554241388,100580.6554241388
2021-02-04,100583.76501317989,100583.76501317989,100583.76501317989,100583.76501317989,100583.76501317989,100583.76501317989
2021-02-05,100586.87460222098,100586.87460222098,100586.87460222098,100586.87460222098,100586.87460222098,100586.87460222098
2021-02-08,100598.20336934426,100598.20336934426,100598.20336934426,100598.20336934426,100598.20336934426,100598.20336934426
2021-02-09,100601.31295838536,100601.31295838536,100601.31295838536,100601.31295838536,100601.31295838536,100601.31295838536
2021-02-10,100604.42254742645,100604.42254742645,100604.42254742645,100604.42254742645,100604.42254742645,100604.42254742645
2021-02-18,100636.29925975522,100636.29925975522,100636.29925975522,100636.29925975522,100636.29925975522,100636.29925975522
2021-02-19,100639.40884879632,100639.40884879632,100639.40884879632,100639.40884879632,100639.40884879632,100639.40884879632
2021-02-22,100650.7376159196,100650.7376159196,100650.7376159196,100650.7376159196,100650.7376159196,100650.7376159196
2021-02-23,100653.8472049607,100653.8472049607,100653.8472049607,100653.8472049607,100653.8472049607,100653.8472049607
2021-02-24,100656.95679400179,100656.95679400179,100656.95679400179,100656.95679400179,100656.95679400179,100656.95679400179
2021-02-25,100660.06638304288,100660.06638304288,100660.06638304288,100660.06638304288,100660.06638304288,100660.06638304288
2021-02-26,100663.17597208398,100663.17597208398,100663.17597208398,100663.17597208398,100663.17597208398,100663.17597208398
2021-03-01,100674.50473920726,100674.50473920726,100674.50473920726,100674.50473920726,100674.50473920726,100674.50473920726
2021-03-02,100677.61432824835,100677.61432824835,100677.61432824835,100677.61432824835,100677.61432824835,100677.61432824835
2021-03-03,100680.72391728945,100680.72391728945,100680.72391728945,100680.72391728945,100680.72391728945,100680.72391728945
2021-03-04,100683.83350633054,100683.83350633054,100683.83350633054,100683.83350633054,100683.83350633054,100683.83350633054
2021-03-05,100686.94309537164,100686.94309537164,100686.94309537164,100686.94309537164,100686.94309537164,100686.94309537164
2021-03-08,100698.27186249492,100698.27186249492,100698.27186249492,100698.27186249492,100698.27186249492,100698.27186249492
2021-03-09,100701.38145153601,100701.38145153601,100701.38145153601,100701.38145153601,100701.38145153601,100701.38145153601
2021-03-10,100704.49104057711,100704.49104057711,100704.49104057711,100704.49104057711,100704.49104057711,100704.49104057711
2021-03-11,100707.6006296182,100707.6006296182,100707.6006296182,100707.6006296182,100707.6006296182,100707.6006296182
2021-03-12,100710.7102186593,100710.7102186593,100710.7102186593,100710.7102186593,100710.7102186593,100710.7102186593
2021-03-15,100722.03898578258,100722.03898578258,100722.03898578258,100722.03898578258,100722.03898578258,100722.03898578258
2021-03-16,100725.14857482367,100725.14857482367,100725.14857482367,100725.14857482367,100725.14857482367,100725.14857482367
2021-03-17,100728.25816386477,100728.25816386477,100728.25816386477,100728.25816386477,100728.25816386477,100728.25816386477
2021-03-18,100731.36775290586,100731.36775290586,100731.36775290586,100731.36775290586,100731.36775290586,100731.36775290586
2021-03-19,100734.47734194696,100734.47734194696,100734.47734194696,100734.47734194696,100734.47734194696,100734.47734194696
2021-03-22,100745.80610907024,100745.80610907024,100745.80610907024,100745.80610907024,100745.80610907024,100745.80610907024
2021-03-23,100748.91569811133,100748.91569811133,100748.91569811133,100748.91569811133,100748.91569811133,100748.91569811133
2021-03-24,100752.02528715243,100752.02528715243,100752.02528715243,100752.02528715243,100752.02528715243,100752.02528715243
2021-03-25,100926.59958178761,100926.59958178761,100926.59958178761,100926.59958178761,100926.59958178761,100926.59958178761
2021-03-26,101507.43612119212,101507.43612119212,101507.43612119212,101507.43612119212,101507.43612119212,101507.43612119212
2021-03-29,102124.13166178223,102124.13166178223,102124.13166178223,102124.13166178223,102124.13166178223,102124.13166178223
2021-03-30,102792.13301552292,102792.13301552292,102792.13301552292,102792.13301552292,102792.13301552292,102792.13301552292
2021-03-31,102663.2449266521,102663.2449266521,102663.2449266521,102663.2449266521,102663.2449266521,102663.2449266521
2021-04-01,103028.91350229041,103028.91350229041,103028.91350229041,103028.91350229041,103028.91350229041,103028.91350229041
2021-04-02,103217.7855639702,103217.7855639702,103217.7855639702,103217.7855639702,103217.7855639702,103217.7855639702
2021-04-06,103233.68707081952,103233.68707081952,103233.68707081952,103233.68707081952,103233.68707081952,103233.68707081952
2021-04-07,103236.88994753185,103236.88994753185,103236.88994753185,103236.88994753185,103236.88994753185,103236.88994753185
2021-04-08,103240.09282424417,103240.09282424417,103240.09282424417,103240.09282424417,103240.09282424417,103240.09282424417
2021-04-09,103000.55910023894,103000.55910023894,103000.55910023894,103000.55910023894,103000.55910023894,103000.55910023894
2021-04-12,103143.28285842582,103143.28285842582,103143.28285842582,103143.28285842582,103143.28285842582,103143.28285842582
2021-04-13,102902.86599403812,102902.86599403812,102902.86599403812,102902.86599403812,102902.86599403812,102902.86599403812
2021-04-14,104057.8509829681,104057.8509829681,104057.8509829681,104057.8509829681,104057.8509829681,104057.8509829681
2021-04-15,102962.75083088095,102962.75083088095,102962.75083088095,102962.75083088095,102962.75083088095,102962.75083088095
2021-04-16,103695.75013183767,103695.75013183767,103695.75013183767,103695.75013183767,103695.75013183767,103695.75013183767
2021-04-19,104135.54446958716,104135.54446958716,104135.54446958716,104135.54446958716,104135.54446958716,104135.54446958716
2021-04-20,102669.5458676737,102669.5458676737,102669.5458676737,102669.5458676737,102669.5458676737,102669.5458676737
2021-04-21,101936.54656671698,101936.54656671698,101936.54656671698,101936.54656671698,101936.54656671698,101936.54656671698
2021-04-22,102816.14398025686,102816.14398025686,102816.14398025686,102816.14398025686,102816.14398025686,102816.14398025686
2021-04-23,101640.71510288471,101640.71510288471,101640.71510288471,101640.71510288471,101640.71510288471,101640.71510288471
2021-04-26,102332.32615995775,102332.32615995775,102332.32615995775,102332.32615995775,102332.32615995775,102332.32615995775
2021-04-27,102714.1229230967,102714.1229230967,102714.1229230967,102714.1229230967,102714.1229230967,102714.1229230967
2021-04-28,102469.23059979896,102469.23059979896,102469.23059979896,102469.23059979896,102469.23059979896,102469.23059979896
2021-04-29,102468.86758178346,102468.86758178346,102468.86758178346,102468.86758178346,102468.86758178346,102468.86758178346
2021-04-30,102472.03936260537,102472.03936260537,102472.03936260537,102472.03936260537,102472.03936260537,102472.03936260537
2021-05-06,102496.17004753687,102496.17004753687,102496.17004753687,102496.17004753687,102496.17004753687,102496.17004753687
2021-05-07,102499.34182835878,102499.34182835878,102499.34182835878,102499.34182835878,102499.34182835878,102499.34182835878
2021-05-10,102510.89717082454,102510.89717082454,102510.89717082454,102510.89717082454,102510.89717082454,102510.89717082454
2021-05-11,102514.06895164645,102514.06895164645,102514.06895164645,102514.06895164645,102514.06895164645,102514.06895164645
2021-05-12,102517.24073246836,102517.24073246836,102517.24073246836,102517.24073246836,102517.24073246836,102517.24073246836
2021-05-13,102520.41251329027,102520.41251329027,102520.41251329027,102520.41251329027,102520.41251329027,102520.41251329027
2021-05-14,102523.58429411218,102523.58429411218,102523.58429411218,102523.58429411218,102523.58429411218,102523.58429411218
2021-05-17,102535.13963657794,102535.13963657794,102535.13963657794,102535.13963657794,102535.13963657794,102535.13963657794
2021-05-18,102538.31141739985,102538.31141739985,102538.31141739985,102538.31141739985,102538.31141739985,102538.31141739985
2021-05-19,102541.48319822176,102541.48319822176,102541.48319822176,102541.48319822176,102541.48319822176,102541.48319822176
2021-05-20,102544.65497904367,102544.65497904367,102544.65497904367,102544.65497904367,102544.65497904367,102544.65497904367
2021-05-21,102547.82675986558,102547.82675986558,102547.82675986558,102547.82675986558,102547.82675986558,102547.82675986558
2021-05-24,102559.38210233134,102559.38210233134,102559.38210233134,102559.38210233134,102559.38210233134,102559.38210233134
2021-05-25,102562.55388315325,102562.55388315325,102562.55388315325,102562.55388315325,102562.55388315325,102562.55388315325
2021-05-26,102565.72566397516,102565.72566397516,102565.72566397516,102565.72566397516,102565.72566397516,102565.72566397516
2021-05-27,102568.89744479707,102568.89744479707,102568.89744479707,102568.89744479707,102568.89744479707,102568.89744479707
2021-05-28,102572.06922561898,102572.06922561898,102572.06922561898,102572.06922561898,102572.06922561898,102572.06922561898
2021-05-31,102583.62456808474,102583.62456808474,102583.62456808474,102583.62456808474,102583.62456808474,102583.62456808474
2021-06-01,102586.79634890665,102586.79634890665,102586.79634890665,102586.79634890665,102586.79634890665,102586.79634890665
2021-06-02,102589.96812972856,102589.96812972856,102589.96812972856,102589.96812972856,102589.96812972856,102589.96812972856
2021-06-03,102593.13991055047,102593.13991055047,102593.13991055047,102593.13991055047,102593.13991055047,102593.13991055047
2021-06-04,102596.31169137238,102596.31169137238,102596.31169137238,102596.31169137238,102596.31169137238,102596.31169137238
2021-06-07,102607.86703383813,102607.86703383813,102607.86703383813,102607.86703383813,102607.86703383813,102607.86703383813
2021-06-08,101182.95450565509,101182.95450565509,101182.95450565509,101182.95450565509,101182.95450565509,101182.95450565509
2021-06-09,102138.75169512919,102138.75169512919,102138.75169512919,102138.75169512919,102138.75169512919,102138.75169512919
2021-06-10,103572.4522268503,103572.4522268503,103572.4522268503,103572.4522268503,103572.4522268503,103572.4522268503
2021-06-11,101501.5598988264,101501.5598988264,101501.5598988264,101501.5598988264,101501.5598988264,101501.5598988264
2021-06-15,103253.85632869891,103253.85632869891,103253.85632869891,103253.85632869891,103253.85632869891,103253.85632869891
2021-06-16,100386.45526525668,100386.45526525668,100386.45526525668,100386.45526525668,100386.45526525668,100386.45526525668
2021-06-17,109147.95640465907,109147.95640465907,109147.95640465907,109147.95640465907,109147.95640465907,109147.95640465907
2021-06-18,110263.05154320887,110263.05154320887,110263.05154320887,110263.05154320887,110263.05154320887,110263.05154320887
2021-06-21,110740.95488545588,110740.95488545588,110740.95488545588,110740.95488545588,110740.95488545588,110740.95488545588
2021-06-22,110263.05154320887,110263.05154320887,110263.05154320887,110263.05154320887,110263.05154320887,110263.05154320887
2021-06-23,115360.65237877062,115360.65237877062,115360.65237877062,115360.65237877062,115360.65237877062,115360.65237877062
2021-06-24,113130.4526066511,113130.4526066511,113130.4526066511,113130.4526066511,113130.4526066511,113130.4526066511
2021-06-25,114723.46058246783,114723.46058246783,114723.46058246783,114723.46058246783,114723.46058246783,114723.46058246783
2021-06-28,116475.75701234034,116475.75701234034,116475.75701234034,116475.75701234034,116475.75701234034,116475.75701234034
2021-06-29,115201.35442969493,115201.35442969493,115201.35442969493,115201.35442969493,115201.35442969493,115201.35442969493
2021-06-30,120776.85860750369,120776.85860750369,120776.85860750369,120776.85860750369,120776.85860750369,120776.85860750369
2021-07-01,117431.55420181445,117431.55420181445,117431.55420181445,117431.55420181445,117431.55420181445,117431.55420181445
2021-07-02,115201.35442969493,115201.35442969493,115201.35442969493,115201.35442969493,115201.35442969493,115201.35442969493
2021-07-05,120936.15655657939,120936.15655657939,120936.15655657939,120936.15655657939,120936.15655657939,120936.15655657939
2021-07-06,118705.95678445986,118705.95678445986,118705.95678445986,118705.95678445986,118705.95678445986,118705.95678445986
2021-07-07,121414.0598988264,121414.0598988264,121414.0598988264,121414.0598988264,121414.0598988264,121414.0598988264
2021-07-08,125555.85404989413,125555.85404989413,125555.85404989413,125555.85404989413,125555.85404989413,125555.85404989413
2021-07-09,124281.45146724871,124281.45146724871,124281.45146724871,124281.45146724871,124281.45146724871,124281.45146724871
2021-07-12,125555.85404989413,125555.85404989413,125555.85404989413,125555.85404989413,125555.85404989413,125555.85404989413
2021-07-13,119343.15807578257,119343.15807578257,119343.15807578257,119343.15807578257,119343.15807578257,119343.15807578257
2021-07-14,117909.45754406146,117909.45754406146,117909.45754406146,117909.45754406146,117909.45754406146,117909.45754406146
2021-07-15,118546.65883538417,118546.65883538417,118546.65883538417,118546.65883538417,118546.65883538417,118546.65883538417
2021-07-16,116635.05496141604,116635.05496141604,116635.05496141604,116635.05496141604,116635.05496141604,116635.05496141604
2021-07-19,116794.35291049174,116794.35291049174,116794.35291049174,116794.35291049174,116794.35291049174,116794.35291049174
2021-07-20,119821.05192300967,119821.05192300967,119821.05192300967,119821.05192300967,119821.05192300967,119821.05192300967
2021-07-21,124600.05686042002,124600.05686042002,124600.05686042002,124600.05686042002,124600.05686042002,124600.05686042002
2021-07-22,128741.86050650767,128741.86050650767,128741.86050650767,128741.86050650767,128741.86050650767,128741.86050650767
2021-07-23,129060.45640465907,129060.45640465907,129060.45640465907,129060.45640465907,129060.45640465907,129060.45640465907
2021-07-26,131609.25207493,131609.25207493,131609.25207493,131609.25207493,131609.25207493,131609.25207493
2021-07-27,131449.9541258543,131449.9541258543,131449.9541258543,131449.9541258543,131449.9541258543,131449.9541258543
2021-07-28,128104.65921518496,128104.65921518496,128104.65921518496,128104.65921518496,128104.65921518496,128104.65921518496
2021-07-29,138140.55344221287,138140.55344221287,138140.55344221287,138140.55344221287,138140.55344221287,138140.55344221287
2021-07-30,140052.157316181,140052.157316181,140052.157316181,140052.157316181,140052.157316181,140052.157316181
2021-08-02,136866.16035458737,136866.16035458737,136866.16035458737,136866.16035458737,136866.16035458737,136866.16035458737
2021-08-03,128104.65921518496,128104.65921518496,128104.65921518496,128104.65921518496,128104.65921518496,128104.65921518496
2021-08-04,133680.15389797383,133680.15389797383,133680.15389797383,133680.15389797383,133680.15389797383,133680.15389797383
2021-08-05,133680.15389797383,133680.15389797383,133680.15389797383,133680.15389797383,133680.15389797383,133680.15389797383
2021-08-06,132724.35670849972,132724.35670849972,132724.35670849972,132724.35670849972,132724.35670849972,132724.35670849972
2021-08-09,128901.15845558337,128901.15845558337,128901.15845558337,128901.15845558337,128901.15845558337,128901.15845558337
2021-08-10,128104.65921518496,128104.65921518496,128104.65921518496,128104.65921518496,128104.65921518496,128104.65921518496
2021-08-11,128582.55306241206,128582.55306241206,128582.55306241206,128582.55306241206,128582.55306241206,128582.55306241206
2021-08-12,130016.25359413317,130016.25359413317,130016.25359413317,130016.25359413317,130016.25359413317,130016.25359413317
2021-08-13,125077.96020266703,125077.96020266703,125077.96020266703,125077.96020266703,125077.96020266703,125077.96020266703
2021-08-16,126033.75739214114,126033.75739214114,126033.75739214114,126033.75739214114,126033.75739214114,126033.75739214114
2021-08-17,120298.95526525668,120298.95526525668,120298.95526525668,120298.95526525668,120298.95526525668,120298.95526525668
2021-08-18,120458.25321433238,120458.25321433238,120458.25321433238,120458.25321433238,120458.25321433238,120458.25321433238
2021-08-19,120277.65037363517,120277.65037363517,120277.65037363517,120277.65037363517,120277.65037363517,120277.65037363517
2021-08-20,120281.38188048449,120281.38188048449,120281.38188048449,120281.38188048449,120281.38188048449,120281.38188048449
2021-08-23,120294.97640103244,120294.97640103244,120294.97640103244,120294.97640103244,120294.97640103244,120294.97640103244
2021-08-24,120298.70790788176,120298.70790788176,120298.70790788176,120298.70790788176,120298.70790788176,120298.70790788176
2021-08-25,120302.43941473108,120302.43941473108,120302.43941473108,120302.43941473108,120302.43941473108,120302.43941473108
2021-08-26,120306.1709215804,120306.1709215804,120306.1709215804,120306.1709215804,120306.1709215804,120306.1709215804
2021-08-27,120309.90242842972,120309.90242842972,120309.90242842972,120309.90242842972,120309.90242842972,120309.90242842972
2021-08-30,120323.49694897767,120323.49694897767,120323.49694897767,120323.49694897767,120323.49694897767,120323.49694897767
2021-08-31,120327.22845582699,120327.22845582699,120327.22845582699,120327.22845582699,120327.22845582699,120327.22845582699
2021-09-01,120330.95996267631,120330.95996267631,120330.95996267631,120330.95996267631,120330.95996267631,120330.95996267631
2021-09-02,120334.69146952563,120334.69146952563,120334.69146952563,120334.69146952563,120334.69146952563,120334.69146952563
2021-09-03,120338.42297637495,120338.42297637495,120338.42297637495,120338.42297637495,120338.42297637495,120338.42297637495
2021-09-06,120352.0174969229,120352.0174969229,120352.0174969229,120352.0174969229,120352.0174969229,120352.0174969229
2021-09-07,120355.74900377222,120355.74900377222,120355.74900377222,120355.74900377222,120355.74900377222,120355.74900377222
2021-09-08,120359.48051062154,120359.48051062154,120359.48051062154,120359.48051062154,120359.48051062154,120359.48051062154
2021-09-09,120363.21201747085,120363.21201747085,120363.21201747085,120363.21201747085,120363.21201747085,120363.21201747085
2021-09-10,120366.94352432017,120366.94352432017,120366.94352432017,120366.94352432017,120366.94352432017,120366.94352432017
2021-09-13,120380.53804486812,120380.53804486812,120380.53804486812,120380.53804486812,120380.53804486812,120380.53804486812
2021-09-14,120384.26955171744,120384.26955171744,120384.26955171744,120384.26955171744,120384.26955171744,120384.26955171744
2021-09-15,120388.00105856676,120388.00105856676,120388.00105856676,120388.00105856676,120388.00105856676,120388.00105856676
2021-09-16,120391.73256541608,120391.73256541608,120391.73256541608,120391.73256541608,120391.73256541608,120391.73256541608
2021-09-17,120395.4640722654,120395.4640722654,120395.4640722654,120395.4640722654,120395.4640722654,120395.4640722654
2021-09-22,120418.92160651197,120418.92160651197,120418.92160651197,120418.92160651197,120418.92160651197,120418.92160651197
2021-09-23,120422.65311336129,120422.65311336129,120422.65311336129,120422.65311336129,120422.65311336129,120422.65311336129
2021-09-24,120426.3846202106,120426.3846202106,120426.3846202106,120426.3846202106,120426.3846202106,120426.3846202106
2021-09-27,120439.97914075856,120439.97914075856,120439.97914075856,120439.97914075856,120439.97914075856,120439.97914075856
2021-09-28,120443.71064760788,120443.71064760788,120443.71064760788,120443.71064760788,120443.71064760788,120443.71064760788
