,rich,no_dde,specific,joint,joint_valid,without_weak_edge_filter,without_emerging_trend,without_quality_extension,without_hot_exit_protection,without_all
2020-02-13,102180.18656902145,102180.18656902145,102180.18656902145,102180.18656902145,120727.11936206263,120727.11936206263,120727.11936206263,120727.11936206263,120727.11936206263,120727.11936206263
2020-02-14,102183.35834984336,102183.35834984336,102183.35834984336,102183.35834984336,120730.85086891195,120730.85086891195,120730.85086891195,120730.85086891195,120730.85086891195,120730.85086891195
2020-02-17,102194.91369230911,102194.91369230911,102194.91369230911,102194.91369230911,120744.4453894599,120744.4453894599,120744.4453894599,120744.4453894599,120744.4453894599,120744.4453894599
2020-02-18,102198.08547313102,102198.08547313102,102198.08547313102,102198.08547313102,120748.17689630922,120748.17689630922,120748.17689630922,120748.17689630922,120748.17689630922,120748.17689630922
2020-02-19,102201.25725395294,102201.25725395294,102201.25725395294,102201.25725395294,120751.90840315854,120751.90840315854,120751.90840315854,120751.90840315854,120751.90840315854,120751.90840315854
2020-02-20,102204.42903477485,102204.42903477485,102204.42903477485,102204.42903477485,120755.63991000786,120755.63991000786,120755.63991000786,120755.63991000786,120755.63991000786,120755.63991000786
2020-02-21,102207.60081559676,102207.60081559676,102207.60081559676,102207.60081559676,120759.37141685718,120759.37141685718,120759.37141685718,120759.37141685718,120759.37141685718,120759.37141685718
2020-02-24,102219.15615806251,102219.15615806251,102219.15615806251,102219.15615806251,120772.96593740513,120772.96593740513,120772.96593740513,120772.96593740513,120772.96593740513,120772.96593740513
2020-02-25,102222.32793888442,102222.32793888442,102222.32793888442,102222.32793888442,120776.69744425445,120776.69744425445,120776.69744425445,120776.69744425445,120776.69744425445,120776.69744425445
2020-02-26,102225.49971970633,102225.49971970633,102225.49971970633,102225.49971970633,120780.42895110376,120780.42895110376,120780.42895110376,120780.42895110376,120780.42895110376,120780.42895110376
2020-02-27,102228.67150052825,102228.67150052825,102228.67150052825,102228.67150052825,120784.16045795308,120784.16045795308,120784.16045795308,120784.16045795308,120784.16045795308,120784.16045795308
2020-02-28,102231.84328135016,102231.84328135016,102231.84328135016,102231.84328135016,120787.8919648024,120787.8919648024,120787.8919648024,120787.8919648024,120787.8919648024,120787.8919648024
2020-03-02,102243.39862381591,102243.39862381591,102243.39862381591,102243.39862381591,120801.48648535035,120801.48648535035,120801.48648535035,120801.48648535035,120801.48648535035,120801.48648535035
2020-03-03,102246.57040463782,102246.57040463782,102246.57040463782,102246.57040463782,120805.21799219967,120805.21799219967,120805.21799219967,120805.21799219967,120805.21799219967,120805.21799219967
2020-03-04,102249.74218545973,102249.74218545973,102249.74218545973,102249.74218545973,120808.94949904899,120808.94949904899,120808.94949904899,120808.94949904899,120808.94949904899,120808.94949904899
2020-03-05,102252.91396628165,102252.91396628165,102252.91396628165,102252.91396628165,120812.68100589831,120812.68100589831,120812.68100589831,120812.68100589831,120812.68100589831,120812.68100589831
2020-03-06,102256.08574710356,102256.08574710356,102256.08574710356,102256.08574710356,120816.41251274763,120816.41251274763,120816.41251274763,120816.41251274763,120816.41251274763,120816.41251274763
2020-03-09,102267.64108956931,102267.64108956931,102267.64108956931,102267.64108956931,120830.00703329558,120830.00703329558,120830.00703329558,120830.00703329558,120830.00703329558,120830.00703329558
2020-03-10,102270.81287039122,102270.81287039122,102270.81287039122,102270.81287039122,120833.7385401449,120833.7385401449,120833.7385401449,120833.7385401449,120833.7385401449,120833.7385401449
2020-03-11,102273.98465121313,102273.98465121313,102273.98465121313,102273.98465121313,120837.47004699422,120837.47004699422,120837.47004699422,120837.47004699422,120837.47004699422,120837.47004699422
2020-03-12,102277.15643203504,102277.15643203504,102277.15643203504,102277.15643203504,120841.20155384354,120841.20155384354,120841.20155384354,120841.20155384354,120841.20155384354,120841.20155384354
2020-03-13,102280.32821285696,102280.32821285696,102280.32821285696,102280.32821285696,125577.67500490336,125577.67500490336,125577.67500490336,125577.67500490336,125577.67500490336,125577.67500490336
2020-03-16,102291.88355532271,102291.88355532271,102291.88355532271,102291.88355532271,118430.47827095179,118430.47827095179,118430.47827095179,118430.47827095179,118430.47827095179,118430.47827095179
2020-03-17,102295.05533614462,102295.05533614462,102295.05533614462,102295.05533614462,119145.01523092978,119145.01523092978,119145.01523092978,119145.01523092978,119145.01523092978,119145.01523092978
2020-03-18,102298.22711696653,102298.22711696653,102298.22711696653,102298.22711696653,119148.71564188869,119148.71564188869,119148.71564188869,119148.71564188869,119148.71564188869,119148.71564188869
2020-03-19,102301.39889778844,102301.39889778844,102301.39889778844,102301.39889778844,119152.41605284759,119152.41605284759,119152.41605284759,119152.41605284759,119152.41605284759,119152.41605284759
2020-03-20,102304.57067861035,102304.57067861035,102304.57067861035,102304.57067861035,119156.1164638065,119156.1164638065,119156.1164638065,119156.1164638065,119156.1164638065,119156.1164638065
2020-03-23,102316.12602107611,102316.12602107611,102316.12602107611,102316.12602107611,119169.59769668321,119169.59769668321,119169.59769668321,119169.59769668321,119169.59769668321,119169.59769668321
2020-03-24,102319.29780189802,102319.29780189802,102319.29780189802,102319.29780189802,119173.29810764211,119173.29810764211,119173.29810764211,119173.29810764211,119173.29810764211,119173.29810764211
2020-03-25,102322.46958271993,102322.46958271993,102322.46958271993,102322.46958271993,119176.99851860102,119176.99851860102,119176.99851860102,119176.99851860102,119176.99851860102,119176.99851860102
2020-03-26,102325.64136354184,102325.64136354184,102325.64136354184,102325.64136354184,119180.69892955992,119180.69892955992,119180.69892955992,119180.69892955992,119180.69892955992,119180.69892955992
2020-03-27,102328.81314436375,102328.81314436375,102328.81314436375,102328.81314436375,119184.39934051882,119184.39934051882,119184.39934051882,119184.39934051882,119184.39934051882,119184.39934051882
2020-03-30,102340.36848682951,102340.36848682951,102340.36848682951,102340.36848682951,118808.20737537109,118808.20737537109,118808.20737537109,118808.20737537109,118808.20737537109,118808.20737537109
2020-03-31,102343.54026765142,102343.54026765142,102343.54026765142,102343.54026765142,119062.605233643,119062.605233643,119062.605233643,119062.605233643,119062.605233643,119062.605233643
2020-04-01,102346.71204847333,102346.71204847333,102346.71204847333,102346.71204847333,119066.3056446019,119066.3056446019,119066.3056446019,119066.3056446019,119066.3056446019,119066.3056446019
2020-04-02,102349.88382929524,102349.88382929524,102349.88382929524,102349.88382929524,119070.0060555608,119070.0060555608,119070.0060555608,119070.0060555608,119070.0060555608,119070.0060555608
2020-04-03,102353.05561011715,102353.05561011715,102353.05561011715,102353.05561011715,119073.70646651971,119073.70646651971,119073.70646651971,119073.70646651971,119073.70646651971,119073.70646651971
2020-04-07,102368.80273340482,102368.80273340482,102368.80273340482,102368.80273340482,119092.07811035533,119092.07811035533,119092.07811035533,119092.07811035533,119092.07811035533,119092.07811035533
2020-04-08,102371.97451422673,102371.97451422673,102371.97451422673,102371.97451422673,119095.77852131423,119095.77852131423,119095.77852131423,119095.77852131423,119095.77852131423,119095.77852131423
2020-04-09,102375.14629504865,102375.14629504865,102375.14629504865,102375.14629504865,119099.47893227314,119099.47893227314,119099.47893227314,119099.47893227314,119099.47893227314,119099.47893227314
2020-04-10,102378.31807587056,102378.31807587056,102378.31807587056,102378.31807587056,118574.79914774178,118574.79914774178,118574.79914774178,118574.79914774178,118574.79914774178,118574.79914774178
2020-04-13,102389.87341833631,102389.87341833631,102389.87341833631,102389.87341833631,119213.73622987427,119213.73622987427,119213.73622987427,119213.73622987427,119213.73622987427,119213.73622987427
2020-04-14,102393.04519915822,102393.04519915822,102393.04519915822,102393.04519915822,120887.03876111664,120887.03876111664,120887.03876111664,120887.03876111664,120887.03876111664,120887.03876111664
2020-04-15,102396.21697998013,102396.21697998013,102396.21697998013,102396.21697998013,120252.34349343933,120252.34349343933,120252.34349343933,120252.34349343933,120252.34349343933,120252.34349343933
2020-04-16,102399.38876080204,102399.38876080204,102399.38876080204,102399.38876080204,120483.1405219809,120483.1405219809,120483.1405219809,120483.1405219809,120483.1405219809,120483.1405219809
2020-04-17,102402.56054162396,102402.56054162396,102402.56054162396,102402.56054162396,119675.34404370941,119675.34404370941,119675.34404370941,119675.34404370941,119675.34404370941,119675.34404370941
2020-04-20,102414.11588408971,102414.11588408971,102414.11588408971,102414.11588408971,120367.7351293341,120367.7351293341,120367.7351293341,120367.7351293341,120367.7351293341,120367.7351293341
2020-04-21,102417.28766491162,102417.28766491162,102417.28766491162,102417.28766491162,119502.24283311523,119502.24283311523,119502.24283311523,119502.24283311523,119502.24283311523,119502.24283311523
2020-04-22,102420.45944573353,102420.45944573353,102420.45944573353,102420.45944573353,122041.03766057648,122041.03766057648,122041.03766057648,122041.03766057648,122041.03766057648,122041.03766057648
2020-04-23,102423.63122655544,102423.63122655544,102423.63122655544,102423.63122655544,122041.03766057648,122041.03766057648,122041.03766057648,122041.03766057648,122041.03766057648,122041.03766057648
2020-04-24,102426.80300737736,102426.80300737736,102426.80300737736,102426.80300737736,120136.93810079254,120136.93810079254,120136.93810079254,120136.93810079254,120136.93810079254,120136.93810079254
2020-04-27,102438.35834984311,102438.35834984311,102438.35834984311,102438.35834984311,121669.84382683449,121669.84382683449,121669.84382683449,121669.84382683449,121669.84382683449,121669.84382683449
2020-04-28,102441.53013066502,102441.53013066502,102441.53013066502,102441.53013066502,121539.33536439855,121539.33536439855,121539.33536439855,121539.33536439855,121539.33536439855,121539.33536439855
2020-04-29,102444.70191148693,102444.70191148693,102444.70191148693,102444.70191148693,121044.37689525941,121044.37689525941,121044.37689525941,121044.37689525941,121044.37689525941,121044.37689525941
2020-04-30,102447.87369230884,102447.87369230884,102447.87369230884,102447.87369230884,121636.62705830313,121636.62705830313,121636.62705830313,121636.62705830313,121636.62705830313,121636.62705830313
2020-05-06,102472.00437724034,102472.00437724034,102472.00437724034,102472.00437724034,122924.82445480011,122924.82445480011,122924.82445480011,122924.82445480011,122924.82445480011,122924.82445480011
2020-05-07,102475.17615806226,102475.17615806226,102475.17615806226,102475.17615806226,124278.28931284702,124278.28931284702,124278.28931284702,124278.28931284702,124278.28931284702,124278.28931284702
2020-05-08,102478.34793888417,102478.34793888417,102478.34793888417,102478.34793888417,125509.49792338168,125509.49792338168,125509.49792338168,125509.49792338168,125509.49792338168,125509.49792338168
2020-05-11,102489.90328134992,102489.90328134992,102489.90328134992,102489.90328134992,125817.28784514227,125817.28784514227,125817.28784514227,125817.28784514227,125817.28784514227,125817.28784514227
2020-05-12,102493.07506217183,102493.07506217183,102493.07506217183,102493.07506217183,126740.69430304324,126740.69430304324,126740.69430304324,126740.69430304324,126740.69430304324,126740.69430304324
2020-05-13,102496.24684299374,102496.24684299374,102496.24684299374,102496.24684299374,130639.49303103244,130639.49303103244,130639.49303103244,130639.49303103244,130639.49303103244,130639.49303103244
2020-05-14,102499.41862381565,102499.41862381565,102499.41862381565,102499.41862381565,130434.29567290103,130434.29567290103,130434.29567290103,130434.29567290103,130434.29567290103,130434.29567290103
2020-05-15,102502.59040463757,102502.59040463757,102502.59040463757,102502.59040463757,129510.88921500003,129510.88921500003,129510.88921500003,129510.88921500003,129510.88921500003,129510.88921500003
2020-05-18,102514.14574710332,102514.14574710332,102514.14574710332,102514.14574710332,132794.095868595,132794.095868595,132794.095868595,132794.095868595,132794.095868595,132794.095868595
2020-05-19,102517.31752792523,102517.31752792523,102517.31752792523,102517.31752792523,133512.2927374915,133512.2927374915,133512.2927374915,133512.2927374915,133512.2927374915,133512.2927374915
2020-05-20,102520.48930874714,102520.48930874714,102520.48930874714,102520.48930874714,132281.09635782993,132281.09635782993,132281.09635782993,132281.09635782993,132281.09635782993,132281.09635782993
2020-05-21,102523.66108956905,102523.66108956905,102523.66108956905,102523.66108956905,133512.2927374915,133512.2927374915,133512.2927374915,133512.2927374915,133512.2927374915,133512.2927374915
2020-05-22,102526.83287039096,102526.83287039096,102526.83287039096,102526.83287039096,128895.2971406058,128895.2971406058,128895.2971406058,128895.2971406058,128895.2971406058,128895.2971406058
2020-05-25,102538.38821285672,102538.38821285672,102538.38821285672,102538.38821285672,131870.689410694,131870.689410694,131870.689410694,131870.689410694,131870.689410694,131870.689410694
2020-05-26,102541.55999367863,102541.55999367863,102541.55999367863,102541.55999367863,133512.2927374915,133512.2927374915,133512.2927374915,133512.2927374915,133512.2927374915,133512.2927374915
2020-05-27,102544.73177450054,102544.73177450054,102544.73177450054,102544.73177450054,132588.8985104636,132588.8985104636,132588.8985104636,132588.8985104636,132588.8985104636,132588.8985104636
2020-05-28,102547.90355532245,102547.90355532245,102547.90355532245,102547.90355532245,134333.09440089023,134333.09440089023,134333.09440089023,134333.09440089023,134333.09440089023,134333.09440089023
2020-05-29,102551.07533614436,102551.07533614436,102551.07533614436,102551.07533614436,136282.48764944827,136282.48764944827,136282.48764944827,136282.48764944827,136282.48764944827,136282.48764944827
2020-06-01,102562.63067861012,102562.63067861012,102562.63067861012,102562.63067861012,139873.4964556769,139873.4964556769,139873.4964556769,139873.4964556769,139873.4964556769,139873.4964556769
2020-06-02,102565.80245943203,102565.80245943203,102565.80245943203,102565.80245943203,137513.69625998294,137513.69625998294,137513.69625998294,137513.69625998294,137513.69625998294,137513.69625998294
2020-06-03,102568.97424025394,102568.97424025394,102568.97424025394,102568.97424025394,137616.2888236121,137616.2888236121,137616.2888236121,137616.2888236121,137616.2888236121,137616.2888236121
2020-06-04,102552.7428890537,102552.7428890537,102552.7428890537,102552.7428890537,140386.49596644196,140386.49596644196,140386.49596644196,140386.49596644196,140386.49596644196,140386.49596644196
2020-06-05,102472.34232676732,102472.34232676732,102472.34232676732,102472.34232676732,142130.69185686862,142130.69185686862,142130.69185686862,142130.69185686862,142130.69185686862,142130.69185686862
2020-06-08,101024.63653967048,101024.63653967048,101024.63653967048,101024.63653967048,142335.88921500003,142335.88921500003,142335.88921500003,142335.88921500003,142335.88921500003,142335.88921500003
2020-06-09,101245.31680495053,101245.31680495053,101245.31680495053,101245.31680495053,143772.2951836661,143772.2951836661,143772.2951836661,143772.2951836661,143772.2951836661,143772.2951836661
2020-06-10,102298.13345845739,102298.13345845739,102298.13345845739,102298.13345845739,144387.88725806033,144387.88725806033,144387.88725806033,144387.88725806033,144387.88725806033,144387.88725806033
2020-06-11,101287.3088675366,101287.3088675366,101287.3088675366,101287.3088675366,141822.88970423499,141822.88970423499,141822.88970423499,141822.88970423499,141822.88970423499,141822.88970423499
2020-06-12,98515.3115111218,98515.3115111218,98515.3115111218,98515.3115111218,142541.09880400455,142541.09880400455,142541.09880400455,142541.09880400455,142541.09880400455,142541.09880400455
2020-06-15,96066.7127447949,96066.7127447949,96066.7127447949,96066.7127447949,139668.2868666724,139668.2868666724,139668.2868666724,139668.2868666724,139668.2868666724,139668.2868666724
2020-06-16,100455.7140665875,100455.7140665875,100455.7140665875,100455.7140665875,142335.88921500003,142335.88921500003,142335.88921500003,142335.88921500003,142335.88921500003,142335.88921500003
2020-06-17,101887.90939625364,101887.90939625364,101887.90939625364,101887.90939625364,140489.08853007114,140489.08853007114,140489.08853007114,140489.08853007114,140489.08853007114,140489.08853007114
2020-06-18,101703.11177548033,101703.11177548033,101703.11177548033,101703.11177548033,140694.29811907565,140694.29811907565,140694.29811907565,140694.29811907565,140694.29811907565,140694.29811907565
2020-06-19,102349.90895565611,102349.90895565611,102349.90895565611,102349.90895565611,144182.68989992893,144182.68989992893,144182.68989992893,144182.68989992893,144182.68989992893,144182.68989992893
2020-06-22,101841.7127447949,101841.7127447949,101841.7127447949,101841.7127447949,145106.09635782993,145106.09635782993,145106.09635782993,145106.09635782993,145106.09635782993,145106.09635782993
2020-06-23,102527.78009281452,102527.78009281452,102527.78009281452,102527.78009281452,149620.48716021335,149620.48716021335,149620.48716021335,149620.48716021335,149620.48716021335,149620.48716021335
2020-06-24,102908.87958549155,102908.87958549155,102908.87958549155,102908.87958549155,149517.8945965842,149517.8945965842,149517.8945965842,149517.8945965842,149517.8945965842,149517.8945965842
2020-06-29,101746.7952957674,101746.7952957674,101746.7952957674,101746.7952957674,149723.0919547156,149723.0919547156,149723.0919547156,149723.0919547156,149723.0919547156,149723.0919547156
2020-06-30,101788.50213081935,101788.50213081935,101788.50213081935,101788.50213081935,154032.29762984073,154032.29762984073,154032.29762984073,154032.29762984073,154032.29762984073,154032.29762984073
2020-07-01,101791.64281575086,101791.64281575086,101791.64281575086,101791.64281575086,163163.69625998294,163163.69625998294,163163.69625998294,163163.69625998294,163163.69625998294,163163.69625998294
2020-07-02,101794.78350068237,101794.78350068237,101794.78350068237,101794.78350068237,165728.69381380832,165728.69381380832,165728.69381380832,165728.69381380832,165728.69381380832,165728.69381380832
2020-07-03,101797.92418561388,101797.92418561388,101797.92418561388,101797.92418561388,163984.49792338168,163984.49792338168,163984.49792338168,163984.49792338168,163984.49792338168,163984.49792338168
2020-07-06,101809.3662404084,101809.3662404084,101809.3662404084,101809.3662404084,168088.4940095023,168088.4940095023,168088.4940095023,168088.4940095023,168088.4940095023,168088.4940095023
2020-07-07,101812.50692533991,101812.50692533991,101812.50692533991,101812.50692533991,171782.09537936008,171782.09537936008,171782.09537936008,171782.09537936008,171782.09537936008,171782.09537936008
2020-07-08,101815.64761027142,101815.64761027142,101815.64761027142,101815.64761027142,172397.6874537543,172397.6874537543,172397.6874537543,172397.6874537543,172397.6874537543,172397.6874537543
2020-07-09,101818.78829520293,101818.78829520293,101818.78829520293,101818.78829520293,174860.09244395053,174860.09244395053,174860.09244395053,174860.09244395053,174860.09244395053,174860.09244395053
2020-07-10,101821.92898013444,101821.92898013444,101821.92898013444,101821.92898013444,176912.09048701084,176912.09048701084,176912.09048701084,176912.09048701084,176912.09048701084,176912.09048701084
2020-07-13,101833.37103492896,101833.37103492896,101833.37103492896,101833.37103492896,188608.49890185153,188608.49890185153,188608.49890185153,188608.49890185153,188608.49890185153,188608.49890185153
2020-07-14,101836.51171986047,101836.51171986047,101836.51171986047,101836.51171986047,186659.09342242038,186659.09342242038,186659.09342242038,186659.09342242038,186659.09342242038,186659.09342242038
2020-07-15,101839.65240479198,101839.65240479198,101839.65240479198,101839.65240479198,190455.28735590735,190455.28735590735,190455.28735590735,190455.28735590735,190455.28735590735,190455.28735590735
2020-07-16,101842.79308972349,101842.79308972349,101842.79308972349,101842.79308972349,173936.69821692264,173936.69821692264,173936.69821692264,173936.69821692264,173936.69821692264,173936.69821692264
2020-07-17,101845.933774655,101845.933774655,101845.933774655,101845.933774655,173013.2917590216,173013.2917590216,173013.2917590216,173013.2917590216,173013.2917590216,173013.2917590216
2020-07-20,101857.37582944952,101857.37582944952,101857.37582944952,101857.37582944952,171782.09537936008,171782.09537936008,171782.09537936008,171782.09537936008,171782.09537936008,171782.09537936008
2020-07-21,101860.51651438103,101860.51651438103,101860.51651438103,101860.51651438103,175270.48716021335,175270.48716021335,175270.48716021335,175270.48716021335,175270.48716021335,175270.48716021335
2020-07-22,101863.65719931254,101863.65719931254,101863.65719931254,101863.65719931254,178553.69381380832,178553.69381380832,178553.69381380832,178553.69381380832,178553.69381380832,178553.69381380832
2020-07-23,101866.79788424405,101866.79788424405,101866.79788424405,101866.79788424405,179477.0880408362,179477.0880408362,179477.0880408362,179477.0880408362,179477.0880408362,179477.0880408362
2020-07-24,101869.93856917556,101869.93856917556,101869.93856917556,101869.93856917556,170653.4915633277,170653.4915633277,170653.4915633277,170653.4915633277,170653.4915633277,170653.4915633277
2020-07-27,101881.38062397008,101881.38062397008,101881.38062397008,101881.38062397008,171576.89802122867,171576.89802122867,171576.89802122867,171576.89802122867,171576.89802122867,171576.89802122867
2020-07-28,101884.52130890159,101884.52130890159,101884.52130890159,101884.52130890159,176296.4984126166,176296.4984126166,176296.4984126166,176296.4984126166,176296.4984126166,176296.4984126166
2020-07-29,101887.6619938331,101887.6619938331,101887.6619938331,101887.6619938331,178040.69430304324,178040.69430304324,178040.69430304324,178040.69430304324,178040.69430304324,178040.69430304324
2020-07-30,101890.80267876461,101890.80267876461,101890.80267876461,101890.80267876461,179271.8906827048,179271.8906827048,179271.8906827048,179271.8906827048,179271.8906827048,179271.8906827048
2020-07-31,101893.94336369612,101893.94336369612,101893.94336369612,101893.94336369612,179169.29811907565,179169.29811907565,179169.29811907565,179169.29811907565,179169.29811907565,179169.29811907565
2020-08-03,101905.38541849064,101905.38541849064,101905.38541849064,101905.38541849064,180297.88970423499,180297.88970423499,180297.88970423499,180297.88970423499,180297.88970423499,180297.88970423499
2020-08-04,101908.52610342215,101908.52610342215,101908.52610342215,101908.52610342215,180130.0032297307,180130.0032297307,180130.0032297307,180130.0032297307,180130.0032297307,180130.0032297307
2020-08-05,101911.66678835366,101911.66678835366,101911.66678835366,101911.66678835366,180135.60049000467,180135.60049000467,180135.60049000467,180135.60049000467,180135.60049000467,180135.60049000467
2020-08-06,101914.80747328517,101914.80747328517,101914.80747328517,101914.80747328517,180141.19775027863,180141.19775027863,180141.19775027863,180141.19775027863,180141.19775027863,180141.19775027863
2020-08-07,101917.94815821668,101917.94815821668,101917.94815821668,101917.94815821668,180146.7950105526,180146.7950105526,180146.7950105526,180146.7950105526,180146.7950105526,180146.7950105526
2020-08-10,101929.3902130112,101929.3902130112,101929.3902130112,101929.3902130112,180167.18679137452,180167.18679137452,180167.18679137452,180167.18679137452,180167.18679137452,180167.18679137452
2020-08-11,101932.5308979427,101932.5308979427,101932.5308979427,101932.5308979427,180172.7840516485,180172.7840516485,180172.7840516485,180172.7840516485,180172.7840516485,180172.7840516485
2020-08-12,101935.67158287422,101935.67158287422,101935.67158287422,101935.67158287422,180178.38131192245,180178.38131192245,180178.38131192245,180178.38131192245,180178.38131192245,180178.38131192245
2020-08-13,101938.81226780573,101938.81226780573,101938.81226780573,101938.81226780573,180183.9785721964,180183.9785721964,180183.9785721964,180183.9785721964,180183.9785721964,180183.9785721964
2020-08-14,101941.95295273724,101941.95295273724,101941.95295273724,101941.95295273724,180189.57583247038,180189.57583247038,180189.57583247038,180189.57583247038,180189.57583247038,180189.57583247038
2020-08-17,101953.39500753176,101953.39500753176,101953.39500753176,101953.39500753176,180209.9676132923,180209.9676132923,180209.9676132923,180209.9676132923,180209.9676132923,180209.9676132923
2020-08-18,101956.53569246327,101956.53569246327,101956.53569246327,101956.53569246327,180215.56487356627,180215.56487356627,180215.56487356627,180215.56487356627,180215.56487356627,180215.56487356627
2020-08-19,101959.67637739478,101959.67637739478,101959.67637739478,101959.67637739478,180221.16213384023,180221.16213384023,180221.16213384023,180221.16213384023,180221.16213384023,180221.16213384023
2020-08-20,101962.81706232628,101962.81706232628,101962.81706232628,101962.81706232628,180226.7593941142,180226.7593941142,180226.7593941142,180226.7593941142,180226.7593941142,180226.7593941142
2020-08-21,101965.9577472578,101965.9577472578,101965.9577472578,101965.9577472578,180232.35665438816,180232.35665438816,180232.35665438816,180232.35665438816,180232.35665438816,180232.35665438816
2020-08-24,101977.39980205231,101977.39980205231,101977.39980205231,101977.39980205231,180252.7484352101,180252.7484352101,180252.7484352101,180252.7484352101,180252.7484352101,180252.7484352101
2020-08-25,101980.54048698382,101980.54048698382,101980.54048698382,101980.54048698382,180258.34569548405,180258.34569548405,180258.34569548405,180258.34569548405,180258.34569548405,180258.34569548405
2020-08-26,101983.68117191533,101983.68117191533,101983.68117191533,101983.68117191533,180263.94295575802,180263.94295575802,180263.94295575802,180263.94295575802,180263.94295575802,180263.94295575802
2020-08-27,101986.82185684684,101986.82185684684,101986.82185684684,101986.82185684684,180269.54021603198,180269.54021603198,180269.54021603198,180269.54021603198,180269.54021603198,180269.54021603198
2020-08-28,101989.96254177835,101989.96254177835,101989.96254177835,101989.96254177835,180275.13747630594,180275.13747630594,180275.13747630594,180275.13747630594,180275.13747630594,180275.13747630594
2020-08-31,102001.40459657287,102001.40459657287,102001.40459657287,102001.40459657287,180295.52925712787,180295.52925712787,180295.52925712787,180295.52925712787,180295.52925712787,180295.52925712787
2020-09-01,102004.57637739478,102004.57637739478,102004.57637739478,102004.57637739478,180301.12651740183,180301.12651740183,180301.12651740183,180301.12651740183,180301.12651740183,180301.12651740183
2020-09-02,102007.7481582167,102007.7481582167,102007.7481582167,102007.7481582167,180306.7237776758,180306.7237776758,180306.7237776758,180306.7237776758,180306.7237776758,180306.7237776758
2020-09-03,102010.9199390386,102010.9199390386,102010.9199390386,102010.9199390386,180312.32103794976,180312.32103794976,180312.32103794976,180312.32103794976,180312.32103794976,180312.32103794976
2020-09-04,102014.09171986052,102014.09171986052,102014.09171986052,102014.09171986052,180317.91829822373,180317.91829822373,180317.91829822373,180317.91829822373,180317.91829822373,180317.91829822373
2020-09-07,102025.64706232627,102025.64706232627,102025.64706232627,102025.64706232627,180338.31007904565,180338.31007904565,180338.31007904565,180338.31007904565,180338.31007904565,180338.31007904565
2020-09-08,102028.81884314818,102028.81884314818,102028.81884314818,102028.81884314818,180343.90733931962,180343.90733931962,180343.90733931962,180343.90733931962,180343.90733931962,180343.90733931962
2020-09-09,102031.9906239701,102031.9906239701,102031.9906239701,102031.9906239701,180349.50459959358,180349.50459959358,180349.50459959358,180349.50459959358,180349.50459959358,180349.50459959358
2020-09-10,102035.162404792,102035.162404792,102035.162404792,102035.162404792,180355.10185986754,180355.10185986754,180355.10185986754,180355.10185986754,180355.10185986754,180355.10185986754
2020-09-11,102038.33418561392,102038.33418561392,102038.33418561392,102038.33418561392,180360.6991201415,180360.6991201415,180360.6991201415,180360.6991201415,180360.6991201415,180360.6991201415
2020-09-14,102049.88952807967,102049.88952807967,102049.88952807967,102049.88952807967,180381.09090096343,180381.09090096343,180381.09090096343,180381.09090096343,180381.09090096343,180381.09090096343
2020-09-15,102053.06130890158,102053.06130890158,102053.06130890158,102053.06130890158,180386.6881612374,180386.6881612374,180386.6881612374,180386.6881612374,180386.6881612374,180386.6881612374
2020-09-16,102056.2330897235,102056.2330897235,102056.2330897235,102056.2330897235,180392.28542151136,180392.28542151136,180392.28542151136,180392.28542151136,180392.28542151136,180392.28542151136
2020-09-17,102059.4048705454,102059.4048705454,102059.4048705454,102059.4048705454,180397.88268178533,180397.88268178533,180397.88268178533,180397.88268178533,180397.88268178533,180397.88268178533
2020-09-18,102062.57665136732,102062.57665136732,102062.57665136732,102062.57665136732,180403.4799420593,180403.4799420593,180403.4799420593,180403.4799420593,180403.4799420593,180403.4799420593
2020-09-21,102074.13199383307,102074.13199383307,102074.13199383307,102074.13199383307,180423.87172288122,180423.87172288122,180423.87172288122,180423.87172288122,180423.87172288122,180423.87172288122
2020-09-22,102077.30377465498,102077.30377465498,102077.30377465498,102077.30377465498,180429.46898315518,180429.46898315518,180429.46898315518,180429.46898315518,180429.46898315518,180429.46898315518
2020-09-23,102080.47555547689,102080.47555547689,102080.47555547689,102080.47555547689,180435.06624342914,180435.06624342914,180435.06624342914,180435.06624342914,180435.06624342914,180435.06624342914
2020-09-24,102083.6473362988,102083.6473362988,102083.6473362988,102083.6473362988,180440.6635037031,180440.6635037031,180440.6635037031,180440.6635037031,180440.6635037031,180440.6635037031
2020-09-25,102086.81911712071,102086.81911712071,102086.81911712071,102086.81911712071,180446.26076397707,180446.26076397707,180446.26076397707,180446.26076397707,180446.26076397707,180446.26076397707
2020-09-28,102098.37445958647,102098.37445958647,102098.37445958647,102098.37445958647,180466.652544799,180466.652544799,180466.652544799,180466.652544799,180466.652544799,180466.652544799
2020-09-29,102101.54624040838,102101.54624040838,102101.54624040838,102101.54624040838,180472.24980507296,180472.24980507296,180472.24980507296,180472.24980507296,180472.24980507296,180472.24980507296
2020-09-30,102104.71802123029,102104.71802123029,102104.71802123029,102104.71802123029,180477.84706534693,180477.84706534693,180477.84706534693,180477.84706534693,180477.84706534693,180477.84706534693
2020-10-09,102141.42404862755,102141.42404862755,102141.42404862755,102141.42404862755,180542.62240781268,180542.62240781268,180542.62240781268,180542.62240781268,180542.62240781268,180542.62240781268
