,baseline,observed_breadth,no_dde,specific_mapping,live_schema,simple_price
2020-05-26,97766.32527026803,121227.37199590984,97766.32527026803,97766.32527026803,97766.32527026803,106469.78597341012
2020-05-27,97769.3415716379,118919.09440336683,97769.3415716379,97769.3415716379,97769.3415716379,104475.71134083143
2020-05-28,97772.35787300776,117164.69084797362,97772.35787300776,97772.35787300776,97772.35787300776,102934.10821668974
2020-05-29,97775.37417437762,118480.50005016783,97775.37417437762,97775.37417437762,97775.37417437762,104090.31630270353
2020-06-01,97786.36307848721,120673.49795876005,97786.36307848721,97786.36307848721,97786.36307848721,106017.31446497313
2020-06-02,97789.37937985707,119796.29618106344,97789.37937985707,97789.37937985707,97789.37937985707,105246.51290290228
2020-06-03,97792.39568122693,120234.89053426245,97792.39568122693,97792.39568122693,97792.39568122693,105631.90794103018
2020-06-04,97776.9500472772,121550.69973645666,97776.9500472772,97776.9500472772,97776.9500472772,106788.11602704397
2020-06-05,97700.44951226591,122427.90151415327,97700.44951226591,97700.44951226591,97700.44951226591,107558.91758911482
2020-06-08,96300.81171302653,120892.79513535956,96300.81171302653,96300.81171302653,96300.81171302653,106210.01198403708
2020-06-09,96506.11689038281,123085.79304395178,96506.11689038281,96506.11689038281,96506.11689038281,108137.01014630667
2020-06-10,97538.15030062717,125059.4937759445,97538.15030062717,97538.15030062717,97538.15030062717,109871.31078951231
2020-06-11,96656.65114129108,124770.31301029128,96656.65114129108,96656.65114129108,96656.65114129108,108770.46016010894
2020-06-12,94012.1536632828,125108.53821308805,94012.1536632828,94012.1536632828,94012.1536632828,107673.56811811749
2020-06-15,91720.25164568942,123793.40379527347,91720.25164568942,91720.25164568942,91720.25164568942,104844.57387447005
2020-06-16,95775.15198195499,126527.2802616286,95775.15198195499,95775.15198195499,95775.15198195499,108712.54019307964
2020-06-17,97185.55484021228,126455.35557010767,97185.55484021228,97185.55484021228,97185.55484021228,109353.80765765012
2020-06-18,97009.25711000484,125543.88810616845,97009.25711000484,97009.25711000484,97009.25711000484,109200.08474437628
2020-06-19,97714.45853913348,126108.37264478618,97714.45853913348,97714.45853913348,97714.45853913348,109911.1731949882
2020-06-22,97185.55484021228,125761.57021940163,97185.55484021228,97185.55484021228,97185.55484021228,109316.26903448862
2020-06-23,97736.20368428002,126570.76669156963,97736.20368428002,97736.20368428002,97736.20368428002,110100.32419623852
2020-06-24,98111.65783463538,126570.76669156963,98111.65783463538,98111.65783463538,98111.65783463538,110876.43959179544
2020-06-29,97118.80911210726,123953.94535576693,97118.80911210726,97118.80911210726,97118.80911210726,107276.00435713754
2020-06-30,97129.87233070342,123912.6243849406,97129.87233070342,97129.87233070342,97129.87233070342,108108.45445933448
2020-07-01,97132.88863207329,123766.62486896288,97132.88863207329,97132.88863207329,97132.88863207329,108742.65889468299
2020-07-02,97135.90493344315,123822.38793313806,97135.90493344315,97135.90493344315,97135.90493344315,109693.95294728385
2020-07-03,97138.92123481301,123813.162914733,97138.92123481301,97138.92123481301,97138.92123481301,111180.82426435123
2020-07-06,97149.9101389226,123852.89585136597,97149.9101389226,97149.9101389226,97149.9101389226,111181.67575667292
2020-07-07,97152.92644029246,123856.72064588653,97152.92644029246,97152.92644029246,97152.92644029246,111185.12740050854
2020-07-08,97155.94274166232,123860.54544040708,97155.94274166232,97155.94274166232,97155.94274166232,111188.57904434417
2020-07-09,97158.95904303218,123864.37023492763,97158.95904303218,97158.95904303218,97158.95904303218,111192.03068817979
2020-07-10,97161.97534440205,123868.19502944818,97161.97534440205,97161.97534440205,97161.97534440205,111195.48233201541
2020-07-13,97172.96424851163,123882.12941300982,97172.96424851163,97172.96424851163,97172.96424851163,111208.05726352226
2020-07-14,97175.9805498815,123885.95420753038,97175.9805498815,97175.9805498815,97175.9805498815,111211.50890735789
2020-07-15,97178.99685125136,123889.77900205093,97178.99685125136,97178.99685125136,97178.99685125136,111214.96055119351
2020-07-16,97182.01315262122,123893.60379657148,97182.01315262122,97182.01315262122,97182.01315262122,111218.41219502913
2020-07-17,97185.02945399108,123897.42859109203,97185.02945399108,97185.02945399108,97185.02945399108,111221.86383886475
2020-07-20,97196.01835810067,123911.36297465368,97196.01835810067,97196.01835810067,97196.01835810067,111234.4387703716
2020-07-21,97199.03465947053,123915.18776917423,97199.03465947053,97199.03465947053,97199.03465947053,111237.89041420723
2020-07-22,97202.0509608404,123919.01256369478,97202.0509608404,97202.0509608404,97202.0509608404,111241.34205804285
2020-07-23,97205.06726221026,123922.83735821533,97205.06726221026,97205.06726221026,97205.06726221026,111244.79370187847
2020-07-24,97208.08356358012,123926.66215273588,97208.08356358012,97208.08356358012,97208.08356358012,111248.2453457141
2020-07-27,97219.07246768971,123940.59653629753,97219.07246768971,97219.07246768971,97219.07246768971,111260.82027722095
2020-07-28,97222.08876905957,123944.42133081808,97222.08876905957,97222.08876905957,97222.08876905957,111264.27192105657
2020-07-29,97225.10507042943,123948.24612533863,97225.10507042943,97225.10507042943,97225.10507042943,111267.72356489219
2020-07-30,97228.1213717993,123952.07091985918,97228.1213717993,97228.1213717993,97228.1213717993,111271.17520872781
2020-07-31,97231.13767316916,123955.89571437973,97231.13767316916,97231.13767316916,97231.13767316916,111274.62685256344
2020-08-03,97242.12657727874,123969.83009794138,97242.12657727874,97242.12657727874,97242.12657727874,111287.20178407029
2020-08-04,97245.1428786486,123973.65489246193,97245.1428786486,97245.1428786486,97245.1428786486,111290.65342790591
2020-08-05,97248.15918001847,123977.47968698248,97248.15918001847,97248.15918001847,97248.15918001847,111294.10507174153
2020-08-06,97251.17548138833,123981.30448150303,97251.17548138833,97251.17548138833,97251.17548138833,111297.55671557716
2020-08-07,97254.1917827582,123985.12927602358,97254.1917827582,97254.1917827582,97254.1917827582,111301.00835941278
2020-08-10,97265.18068686778,123999.06365958523,97265.18068686778,97265.18068686778,97265.18068686778,111313.58329091963
2020-08-11,97268.19698823764,124002.88845410578,97268.19698823764,97268.19698823764,97268.19698823764,111317.03493475525
2020-08-12,97271.2132896075,124006.74434451673,97271.2132896075,97271.2132896075,97271.2132896075,111320.48657859088
2020-08-13,97274.22959097737,124010.60023492768,97274.22959097737,97274.22959097737,97274.22959097737,111323.9382224265
2020-08-14,97277.24589234723,124014.45612533863,97277.24589234723,97277.24589234723,97277.24589234723,111327.38986626212
2020-08-17,97288.23479645682,124028.50379657152,97288.23479645682,97288.23479645682,97288.23479645682,111339.96479776897
2020-08-18,97291.25109782668,124032.35968698247,97291.25109782668,97291.25109782668,97291.25109782668,111343.4164416046
2020-08-19,97294.26739919654,124036.21557739342,97294.26739919654,97294.26739919654,97294.26739919654,111346.86808544022
2020-08-20,97297.2837005664,124040.07146780437,97297.2837005664,97297.2837005664,97297.2837005664,111350.31972927584
2020-08-21,97300.30000193627,124043.92735821533,97300.30000193627,97300.30000193627,97300.30000193627,111353.77137311146
2020-08-24,97311.28890604585,124057.97502944821,97311.28890604585,97311.28890604585,97311.28890604585,111366.34630461832
2020-08-25,97314.30520741572,124061.83091985916,97314.30520741572,97314.30520741572,97314.30520741572,111369.79794845394
2020-08-26,97317.32150878558,124065.68681027011,97317.32150878558,97317.32150878558,97317.32150878558,111373.24959228956
2020-08-27,97320.33781015544,124069.54270068106,97320.33781015544,97320.33781015544,97320.33781015544,111376.70123612518
2020-08-28,97323.3541115253,124073.39859109202,97323.3541115253,97323.3541115253,97323.3541115253,111380.1528799608
2020-08-31,97334.34301563489,124087.4462623249,97334.34301563489,97334.34301563489,97334.34301563489,111392.72781146766
2020-09-01,97337.35931700475,124091.30215273585,97337.35931700475,97337.35931700475,97337.35931700475,111396.17945530328
2020-09-02,97340.37561837462,124095.1580431468,97340.37561837462,97340.37561837462,97340.37561837462,111399.6310991389
2020-09-03,97343.39191974448,124099.01393355776,97343.39191974448,97343.39191974448,97343.39191974448,111403.08274297453
2020-09-04,97346.40822111434,124102.86982396871,97346.40822111434,97346.40822111434,97346.40822111434,111406.53438681015
2020-09-07,97357.39712522393,124116.91749520159,97357.39712522393,97357.39712522393,97357.39712522393,111419.109318317
2020-09-08,97360.41342659379,124120.77338561254,97360.41342659379,97360.41342659379,97360.41342659379,111422.56096215262
2020-09-09,97363.42972796365,124124.6292760235,97363.42972796365,97363.42972796365,97363.42972796365,111426.01260598825
2020-09-10,97366.44602933351,124128.48516643445,97366.44602933351,97366.44602933351,97366.44602933351,111429.46424982387
2020-09-11,97369.46233070338,124132.3410568454,97369.46233070338,97369.46233070338,97369.46233070338,111432.91589365949
2020-09-14,97380.45123481296,124146.38872807828,97380.45123481296,97380.45123481296,97380.45123481296,111445.49082516634
2020-09-15,97383.46753618283,124150.24461848923,97383.46753618283,97383.46753618283,97383.46753618283,111448.94246900197
2020-09-16,97386.48383755269,124154.10050890018,97386.48383755269,97386.48383755269,97386.48383755269,111452.39411283759
2020-09-17,97389.50013892255,124157.95639931114,97389.50013892255,97389.50013892255,97389.50013892255,111455.84575667321
2020-09-18,97392.51644029241,124161.81228972209,97392.51644029241,97392.51644029241,97392.51644029241,111459.29740050883
2020-09-21,97403.505344402,124175.85996095497,97403.505344402,97403.505344402,97403.505344402,111471.87233201569
2020-09-22,97406.52164577186,124179.71585136592,97406.52164577186,97406.52164577186,97406.52164577186,111475.32397585131
2020-09-23,97409.53794714173,124183.57174177688,97409.53794714173,97409.53794714173,97409.53794714173,111478.77561968693
2020-09-24,97412.55424851159,124187.42763218783,97412.55424851159,97412.55424851159,97412.55424851159,111482.22726352255
2020-09-25,97415.57054988145,124191.28352259878,97415.57054988145,97415.57054988145,97415.57054988145,111354.67231867065
2020-09-28,97426.55945399104,124205.33119383166,97426.55945399104,97426.55945399104,97426.55945399104,111573.59646133144
2020-09-29,97429.5757553609,124209.18708424261,97429.5757553609,97429.5757553609,97429.5757553609,110929.21236220162
2020-09-30,97432.59205673076,124213.04297465357,97432.59205673076,97432.59205673076,97432.59205673076,111488.0486934789
2020-10-09,97467.49876905953,124257.6659883522,97467.49876905953,97467.49876905953,97467.49876905953,117898.85244065602
2020-10-12,97478.48767316912,124271.71365958508,97478.48767316912,97478.48767316912,97478.48767316912,118829.458948911
2020-10-13,97481.50397453898,124275.56954999603,97481.50397453898,97481.50397453898,97481.50397453898,116761.44859486897
2020-10-14,97484.52027590884,124279.42544040698,97484.52027590884,97484.52027590884,97484.52027590884,116554.65125733695
2020-10-15,97487.5365772787,124283.28133081793,97487.5365772787,97487.5365772787,97487.5365772787,116554.65125733695
2020-10-16,97490.55287864857,124287.13722122888,97490.55287864857,97490.55287864857,97490.55287864857,118312.45944196061
2020-10-19,97501.54178275816,124301.18489246177,97501.54178275816,97501.54178275816,97501.54178275816,118209.05461007435
2020-10-20,97504.55808412802,124305.04078287272,97504.55808412802,97504.55808412802,97504.55808412802,118519.25677949269
2020-10-21,97507.57438549788,124308.89667328367,97507.57438549788,97507.57438549788,97507.57438549788,118415.8519476064
2020-10-22,97510.59068686774,124312.75256369462,97510.59068686774,97510.59068686774,97510.59068686774,118415.8519476064
2020-10-23,97513.6069882376,124316.60845410558,97513.6069882376,97513.6069882376,97513.6069882376,116968.25825864155
2020-10-26,97524.59589234719,124330.65612533846,97524.59589234719,97524.59589234719,97524.59589234719,117795.45993501027
2020-10-27,97527.61219371705,124334.51201574941,97527.61219371705,97527.61219371705,97527.61219371705,117381.85293370564
2020-10-28,97530.62849508692,124338.36790616036,97530.62849508692,97530.62849508692,97530.62849508692,116864.85342675526
2020-10-29,97533.64479645678,124342.22379657131,97533.64479645678,97533.64479645678,97533.64479645678,115727.44958096821
2020-10-30,97536.66109782664,124346.07968698227,97536.66109782664,97536.66109782664,97536.66109782664,115520.65224343617
2020-11-02,97547.65000193623,124360.12735821515,97547.65000193623,97547.65000193623,97547.65000193623,114486.65322953541
2020-11-03,97638.11132614424,124451.42827146425,97638.11132614424,97638.11132614424,97638.11132614424,115107.05756837208
2020-11-04,97959.12670090124,124773.28323526235,97959.12670090124,97959.12670090124,97959.12670090124,116037.65175038655
2020-11-05,99267.63834891259,126082.6344723148,99267.63834891259,99267.63834891259,99267.63834891259,118415.8519476064
2020-11-06,99237.12130987832,126015.04489095297,99237.12130987832,99237.12130987832,99237.12130987832,118415.8519476064
2020-11-09,98197.92436564156,124678.81564932576,98197.92436564156,98197.92436564156,98197.92436564156,117420.81635510302
2020-11-10,98550.94838335052,125125.43846197185,98550.94838335052,98550.94838335052,98550.94838335052,117746.28032749181
2020-11-11,100547.07539538344,127963.96578642845,100547.07539538344,100547.07539538344,100547.07539538344,119487.67792966099
2020-11-12,100293.26084397007,127452.75036469192,100293.26084397007,100293.26084397007,100293.26084397007,119312.80323136115
2020-11-13,100300.66912276906,127272.69610058822,100300.66912276906,100300.66912276906,100300.66912276906,119318.63870104183
2020-11-16,100311.99788989234,127269.09648870412,100311.99788989234,100311.99788989234,100311.99788989234,119332.11993391854
2020-11-17,100315.10747893344,127273.0456667863,100315.10747893344,100315.10747893344,100315.10747893344,119335.82034487744
2020-11-18,100318.21706797453,127276.99484486849,100318.21706797453,100318.21706797453,100318.21706797453,119339.52075583635
2020-11-19,100321.32665701563,127280.94402295067,100321.32665701563,100321.32665701563,100321.32665701563,119343.22116679525
2020-11-20,100324.43624605672,127284.89320103286,100324.43624605672,100324.43624605672,100324.43624605672,119346.92157775415
2020-11-23,100335.76501318,127299.28073527943,100335.76501318,100335.76501318,100335.76501318,119360.40281063087
2020-11-24,100338.8746022211,127303.22991336162,100338.8746022211,100338.8746022211,100338.8746022211,119364.10322158977
2020-11-25,100341.98419126219,127307.1790914438,100341.98419126219,100341.98419126219,100341.98419126219,119367.80363254868
2020-11-26,100345.09378030329,127311.12826952599,100345.09378030329,100345.09378030329,100345.09378030329,119371.50404350758
2020-11-27,100348.20336934438,127315.07744760817,100348.20336934438,100348.20336934438,100348.20336934438,119375.20445446648
2020-11-30,100359.53213646766,127329.46498185475,100359.53213646766,100359.53213646766,100359.53213646766,119388.6856873432
2020-12-01,100362.64172550876,127333.41415993693,100362.64172550876,100362.64172550876,100362.64172550876,119392.3860983021
2020-12-02,100365.75131454985,127337.36333801912,100365.75131454985,100365.75131454985,100365.75131454985,119396.086509261
2020-12-03,100368.86090359095,127341.3125161013,100368.86090359095,100368.86090359095,100368.86090359095,119399.7869202199
2020-12-04,100371.97049263204,127345.26169418349,100371.97049263204,100371.97049263204,100371.97049263204,119403.48733117881
2020-12-07,100383.29925975532,127359.64922843006,100383.29925975532,100383.29925975532,100383.29925975532,119416.96856405553
2020-12-08,100386.40884879642,127363.59840651225,100386.40884879642,100386.40884879642,100386.40884879642,118830.84636322207
2020-12-09,100389.51843783751,127367.54758459443,100389.51843783751,100389.51843783751,100389.51843783751,118625.34900895304
2020-12-10,100392.6280268786,127371.49676267662,100392.6280268786,100392.6280268786,100392.6280268786,118008.84469739145
2020-12-11,100395.7376159197,127375.4459407588,100395.7376159197,100395.7376159197,100395.7376159197,116981.34567729181
2020-12-14,100407.06638304298,127389.83347500538,100407.06638304298,100407.06638304298,100407.06638304298,117803.34734312243
2020-12-15,100410.17597208408,127393.78265308756,100410.17597208408,100410.17597208408,100410.17597208408,116775.84832302279
2020-12-16,100413.28556112517,127397.73183116975,100413.28556112517,100413.28556112517,100413.28556112517,116981.34567729181
2020-12-17,100416.39515016627,127401.68100925193,100416.39515016627,100416.39515016627,100416.39515016627,122264.07211000446
2020-12-18,100419.50473920736,127405.63018733411,100419.50473920736,100419.50473920736,100419.50473920736,124622.06517631533
2020-12-21,100430.83350633064,127420.01772158069,100430.83350633064,100430.83350633064,100430.83350633064,128290.06480152132
2020-12-22,100433.94309537174,127423.96689966288,100433.94309537174,100433.94309537174,100433.94309537174,121609.06492645267
2020-12-23,100437.05268441283,127427.91607774506,100437.05268441283,100437.05268441283,100437.05268441283,120952.33009775644
2020-12-24,100440.16227345393,127431.86525582724,100440.16227345393,100440.16227345393,100440.16227345393,121275.81959059842
2020-12-25,100443.27186249502,127435.81443390943,100443.27186249502,100443.27186249502,100443.27186249502,124583.82629445202
2020-12-28,100454.6006296183,127450.201968156,100454.6006296183,100454.6006296183,100454.6006296183,122764.42014268048
2020-12-29,100457.7102186594,127454.15114623819,100457.7102186594,100457.7102186594,100457.7102186594,120779.62597897656
2020-12-30,100460.81980770049,127458.10032432037,100460.81980770049,100460.81980770049,100460.81980770049,122929.8180132211
2020-12-31,100463.92939674159,127462.04950240256,100463.92939674159,100463.92939674159,100463.92939674159,124253.02069476254
2021-01-04,100479.36775290596,127481.65621473132,100479.36775290596,100479.36775290596,100479.36775290596,125245.42763522275
2021-01-05,100482.47734194706,127485.60539281351,100482.47734194706,100482.47734194706,100482.47734194706,127230.22179892666
2021-01-06,100485.58693098815,127489.55457089569,100485.58693098815,100485.58693098815,100485.58693098815,129545.82156232007
2021-01-07,100488.69652002925,127493.50374897788,100488.69652002925,100488.69652002925,100488.69652002925,131696.02345517284
2021-01-08,100491.80610907034,127497.45292706006,100491.80610907034,100491.80610907034,100491.80610907034,130869.02424386151
2021-01-11,100503.13487619362,127511.84046130664,100503.13487619362,100503.13487619362,100503.13487619362,128057.221010238
2021-01-12,100506.24446523472,127515.78963938882,100506.24446523472,100506.24446523472,100506.24446523472,131034.42211440213
2021-01-13,100509.35405427581,127519.738817471,100509.35405427581,100509.35405427581,100509.35405427581,128553.42448046811
2021-01-14,100512.4636433169,127523.68799555319,100512.4636433169,100512.4636433169,100512.4636433169,128030.38753329238
2021-01-15,100515.573232358,127527.63717363538,100515.573232358,100515.573232358,100515.573232358,128034.36780726498
2021-01-18,100526.90199948128,127542.02470788195,100526.90199948128,100526.90199948128,100526.90199948128,128048.86862918279
2021-01-19,100530.01158852238,127545.97388596414,100530.01158852238,100530.01158852238,100530.01158852238,128052.84890315539
2021-01-20,100533.12117756347,127549.92306404632,100533.12117756347,100533.12117756347,100533.12117756347,128056.82917712799
2021-01-21,100536.23076660457,127553.8722421285,100536.23076660457,100536.23076660457,100536.23076660457,128060.80945110059
2021-01-22,100539.34035564566,127557.82142021069,100539.34035564566,100539.34035564566,100539.34035564566,128064.78972507319
2021-01-25,100550.66912276894,127572.20895445727,100550.66912276894,100550.66912276894,100550.66912276894,128079.290546991
2021-01-26,100553.77871181004,127576.15813253945,100553.77871181004,100553.77871181004,100553.77871181004,128083.2708209636
2021-01-27,100556.88830085113,127580.10731062164,100556.88830085113,100556.88830085113,100556.88830085113,128087.2510949362
2021-01-28,100559.99788989223,127584.05648870382,100559.99788989223,100559.99788989223,100559.99788989223,128091.2313689088
2021-01-29,100563.10747893332,127588.005666786,100563.10747893332,100563.10747893332,100563.10747893332,128095.2116428814
2021-02-01,100574.4362460566,127602.39320103258,100574.4362460566,100574.4362460566,100574.4362460566,131735.6233927555
2021-02-02,100577.5458350977,127606.34237911477,100577.5458350977,100577.5458350977,100577.5458350977,129826.72268479536
2021-02-03,100580.6554241388,127610.29155719695,100580.6554241388,100580.6554241388,100580.6554241388,131735.6233927555
2021-02-04,100583.76501317989,127614.24073527913,100583.76501317989,100583.76501317989,100583.76501317989,132159.83057349393
2021-02-05,100586.87460222098,127618.18991336132,100586.87460222098,100586.87460222098,100586.87460222098,136401.82652800748
2021-02-08,100598.20336934426,127632.5774476079,100598.20336934426,100598.20336934426,100598.20336934426,136826.02106660078
2021-02-09,100601.31295838536,127636.52662569008,100601.31295838536,100601.31295838536,100601.31295838536,137250.22824733923
2021-02-10,100604.42254742645,127640.47580377226,100604.42254742645,100604.42254742645,100604.42254742645,135765.5220779724
2021-02-18,100636.29925975522,127680.9592284298,100636.29925975522,100636.29925975522,100636.29925975522,138522.82450526426
2021-02-19,100639.40884879632,127684.90840651198,100639.40884879632,100639.40884879632,100639.40884879632,137462.32551663587
2021-02-22,100650.7376159196,127699.29594075856,100650.7376159196,100650.7376159196,100650.7376159196,135129.23027008245
2021-02-23,100653.8472049607,127703.24511884074,100653.8472049607,100653.8472049607,100653.8472049607,136401.82652800748
2021-02-24,100656.95679400179,127707.19429692293,100656.95679400179,100656.95679400179,100656.95679400179,134280.8285507507
2021-02-25,100660.06638304288,127711.14347500511,100660.06638304288,100660.06638304288,100660.06638304288,136401.82652800748
2021-02-26,100663.17597208398,127715.0926530873,100663.17597208398,100663.17597208398,100663.17597208398,131523.52612345884
2021-03-01,100674.50473920726,127729.48018733387,100674.50473920726,100674.50473920726,100674.50473920726,131735.6233927555
2021-03-02,100677.61432824835,127733.42936541606,100677.61432824835,100677.61432824835,100677.61432824835,130675.1244041271
2021-03-03,100680.72391728945,127737.37854349824,100680.72391728945,100680.72391728945,100680.72391728945,136613.92379730413
2021-03-04,100683.83350633054,127741.32772158043,100683.83350633054,100683.83350633054,100683.83350633054,135765.5220779724
2021-03-05,100686.94309537164,127745.27689966261,100686.94309537164,100686.94309537164,100686.94309537164,134492.92582004736
2021-03-08,100698.27186249492,127759.66443390919,100698.27186249492,100698.27186249492,100698.27186249492,132159.83057349393
2021-03-09,100701.38145153601,127763.61361199137,100701.38145153601,100701.38145153601,100701.38145153601,129614.62541549871
2021-03-10,100704.49104057711,127767.56279007356,100704.49104057711,100704.49104057711,100704.49104057711,129659.1961380787
2021-03-11,100707.6006296182,127771.51196815574,100707.6006296182,100707.6006296182,100707.6006296182,130374.9470016766
2021-03-12,100710.7102186593,127775.46114623793,100710.7102186593,100710.7102186593,100710.7102186593,130016.67488397006
2021-03-15,100722.03898578258,127789.8486804845,100722.03898578258,100722.03898578258,100722.03898578258,130642.4751335243
2021-03-16,100725.14857482367,127793.79785856669,100725.14857482367,100725.14857482367,100725.14857482367,131503.27687798536
2021-03-17,100728.25816386477,127797.74703664887,100728.25816386477,100728.25816386477,100728.25816386477,130965.27739106212
2021-03-18,100731.36775290586,127801.69621473106,100731.36775290586,100731.36775290586,100731.36775290586,131072.8824192146
2021-03-19,100734.47734194696,127805.64539281324,100734.47734194696,100734.47734194696,100734.47734194696,129458.8711315254
2021-03-22,100745.80610907024,127820.03292705982,100745.80610907024,100745.80610907024,100745.80610907024,129458.8711315254
2021-03-23,100748.91569811133,127823.982105142,100748.91569811133,100748.91569811133,100748.91569811133,129996.87061844862
2021-03-24,100752.02528715243,127827.93128322418,100752.02528715243,100752.02528715243,100752.02528715243,129136.08170090712
2021-03-25,100926.59958178761,128003.34516690046,100926.59958178761,100926.59958178761,100926.59958178761,129136.08170090712
2021-03-26,101507.43612119212,128585.02129534606,101507.43612119212,101507.43612119212,101507.43612119212,130534.8829322914
2021-03-29,102124.13166178223,129228.28617424949,102124.13166178223,102124.13166178223,102124.13166178223,131503.27687798536
2021-03-30,102792.13301552292,129992.20222410436,102792.13301552292,102792.13301552292,102792.13301552292,132364.07862244642
2021-03-31,102663.2449266521,129730.71320788063,102663.2449266521,102663.2449266521,102663.2449266521,132272.9227548213
2021-04-01,103028.91350229041,130383.68203643337,103028.91350229041,103028.91350229041,103028.91350229041,133327.65134766162
2021-04-02,103217.7855639702,130473.0038325826,103217.7855639702,103217.7855639702,103217.7855639702,132495.68751440852
2021-04-06,103233.68707081952,130884.9477814149,103233.68707081952,103233.68707081952,103233.68707081952,133072.6510109704
2021-04-07,103236.88994753185,128054.14807066432,103236.88994753185,103236.88994753185,103236.88994753185,134336.64980552607
2021-04-08,103240.09282424417,128256.34546741954,103240.09282424417,103240.09282424417,103240.09282424417,134399.8452248376
2021-04-09,103000.55910023894,127245.34643158427,103000.55910023894,103000.55910023894,103000.55910023894,134652.6570381921
2021-04-12,103143.28285842582,125526.65048107618,103143.28285842582,103143.28285842582,103143.28285842582,135095.05510948115
2021-04-13,102902.86599403812,124641.4339436874,102902.86599403812,102902.86599403812,102902.86599403812,133072.6510109704
2021-04-14,104057.8509829681,125048.36607750955,104057.8509829681,104057.8509829681,104057.8509829681,132901.86821113067
2021-04-15,102962.75083088095,124480.38857488791,102962.75083088095,102962.75083088095,102962.75083088095,132607.68429732881
2021-04-16,103695.75013183767,124910.54048008914,103695.75013183767,103695.75013183767,103695.75013183767,132868.33143362467
2021-04-19,104135.54446958716,125305.13521554647,104135.54446958716,104135.54446958716,104135.54446958716,133164.25269163336
2021-04-20,102669.5458676737,123599.66922107524,102669.5458676737,102669.5458676737,102669.5458676737,131701.46717177375
2021-04-21,101936.54656671698,122717.17006269282,101936.54656671698,101936.54656671698,101936.54656671698,130914.53764588457
2021-04-22,102816.14398025686,123776.16694870776,102816.14398025686,102816.14398025686,102816.14398025686,132044.33432371242
2021-04-23,101640.71510288471,122361.53936876182,101640.71510288471,101640.71510288471,101640.71510288471,130934.28590981908
2021-04-26,102332.32615995775,123232.54989830991,102332.32615995775,102332.32615995775,102332.32615995775,130671.32878918742
2021-04-27,102714.1229230967,123793.74613392391,102714.1229230967,102714.1229230967,102714.1229230967,132714.9913984884
2021-04-28,102469.23059979896,123489.05458052745,102469.23059979896,102469.23059979896,102469.23059979896,135861.59248802476
2021-04-29,102468.86758178346,123550.71113354519,102468.86758178346,102468.86758178346,102468.86758178346,135653.63144016743
2021-04-30,102472.03936260537,123409.6204171096,102472.03936260537,102472.03936260537,102472.03936260537,133741.13754102035
2021-05-06,102496.17004753687,123438.71918423289,102496.17004753687,102496.17004753687,102496.17004753687,128297.13462063114
2021-05-07,102499.34182835878,123442.54397875344,102499.34182835878,102499.34182835878,102499.34182835878,129150.17731939415
2021-05-10,102510.89717082454,123456.47836231509,102510.89717082454,102510.89717082454,102510.89717082454,131565.08484636404
2021-05-11,102514.06895164645,123460.30315683564,102514.06895164645,102514.06895164645,102514.06895164645,129974.78776727775
2021-05-12,102517.24073246836,123464.12795135619,102517.24073246836,102517.24073246836,102517.24073246836,130622.68293653587
2021-05-13,102520.41251329027,123467.95274587674,102520.41251329027,102520.41251329027,102520.41251329027,128089.98394762138
2021-05-14,102523.58429411218,123471.77754039729,102523.58429411218,102523.58429411218,102523.58429411218,128443.38641916374
2021-05-17,102535.13963657794,123485.71192395894,102535.13963657794,102535.13963657794,102535.13963657794,128148.87967859367
2021-05-18,102538.31141739985,123489.53671847949,102538.31141739985,102538.31141739985,102538.31141739985,128855.68462167839
2021-05-19,102541.48319822176,123493.36151300004,102541.48319822176,102541.48319822176,102541.48319822176,127383.17900453667
2021-05-20,102544.65497904367,123497.18630752059,102544.65497904367,102544.65497904367,102544.65497904367,124791.58428464989
2021-05-21,102547.82675986558,123501.01110204114,102547.82675986558,102547.82675986558,102547.82675986558,124581.36220738213
2021-05-24,102559.38210233134,123514.94548560279,102559.38210233134,102559.38210233134,102559.38210233134,124972.56494328301
2021-05-25,102562.55388315325,123518.77028012334,102562.55388315325,102562.55388315325,102562.55388315325,124450.9638862304
2021-05-26,102565.72566397516,123522.59507464389,102565.72566397516,102565.72566397516,102565.72566397516,125754.96264263909
2021-05-27,102568.89744479707,123526.41986916444,102568.89744479707,102568.89744479707,102568.89744479707,125005.16258045951
2021-05-28,102572.06922561898,123530.24466368499,102572.06922561898,102572.06922561898,102572.06922561898,124059.76115032952
2021-05-31,102583.62456808474,123544.17904724664,102583.62456808474,102583.62456808474,102583.62456808474,124972.56494328301
2021-06-01,102586.79634890665,123548.00384176719,102586.79634890665,102586.79634890665,102586.79634890665,125787.5602798156
2021-06-02,102589.96812972856,123551.82863628774,102589.96812972856,102589.96812972856,102589.96812972856,123831.56214520257
2021-06-03,102593.13991055047,123555.65343080829,102593.13991055047,102593.13991055047,102593.13991055047,123212.16040417473
2021-06-04,102596.31169137238,123559.47822532884,102596.31169137238,102596.31169137238,102596.31169137238,121842.96637341303
2021-06-07,102607.86703383813,123841.3208712503,102607.86703383813,102607.86703383813,102607.86703383813,122804.99553667703
2021-06-08,101182.95450565509,121878.31914319244,101182.95450565509,101182.95450565509,101182.95450565509,120858.89382349649
2021-06-09,102138.75169512919,122180.32425536361,102138.75169512919,102138.75169512919,102138.75169512919,121158.29889165559
