,frozen_baseline,old_signal_raw_execution,economic_signal_raw_execution
2020-05-11,97717.2007497201,93400.04938393115,102489.90328134992
2020-05-12,97720.21705108996,93402.94130173937,102493.07506217183
2020-05-13,97723.23335245982,93405.83321954758,102496.24684299374
2020-05-14,97726.24965382968,93408.7251373558,102499.41862381565
2020-05-15,97729.26595519955,93411.61705516401,102502.59040463757
2020-05-18,97740.25485930913,93422.15280858867,102514.14574710332
2020-05-19,97743.271160679,93425.04472639688,102517.31752792523
2020-05-20,97746.28746204886,93427.9366442051,102520.48930874714
2020-05-21,97749.30376341872,93430.82856201331,102523.66108956905
2020-05-22,97752.32006478858,93433.72047982152,102526.83287039096
2020-05-25,97763.30896889817,93444.25623324618,102538.38821285672
2020-05-26,97766.32527026803,93447.1481510544,102541.55999367863
2020-05-27,97769.3415716379,93450.04006886261,102544.73177450054
2020-05-28,97772.35787300776,93452.93198667082,102547.90355532245
2020-05-29,97775.37417437762,93455.82390447904,102551.07533614436
2020-06-01,97786.36307848721,93466.3596579037,102562.63067861012
2020-06-02,97789.37937985707,93469.25157571191,102565.80245943203
2020-06-03,97792.39568122693,93472.14349352013,102568.97424025394
2020-06-04,97776.9500472772,93457.36987321863,102552.7428890537
2020-06-05,97700.44951226591,93384.16936128626,102472.34232676732
2020-06-08,96300.81171302653,92053.24667200069,101024.63653967048
2020-06-09,96506.11689038281,92273.64707426706,101245.31680495053
2020-06-10,97538.15030062717,93296.37817254617,102298.13345845739
2020-06-11,96656.65114129108,92412.28202691628,101287.3088675366
2020-06-12,94012.1536632828,89886.2844358976,98515.3115111218
2020-06-15,91720.25164568942,87654.98556008888,96066.7127447949
2020-06-16,95775.15198195499,91654.48676457955,100455.7140665875
2020-06-17,97185.55484021228,92959.58250871254,101887.90939625364
2020-06-18,97009.25711000484,92791.18467679573,101703.11177548033
2020-06-19,97714.45853913348,93380.58210721565,102349.90895565611
2020-06-22,97185.55484021228,92917.48556008888,101841.7127447949
2020-06-23,97736.20368428002,93513.35358063962,102527.78009281452
2020-06-24,98111.65783463538,93828.85294037446,102908.87958549155
2020-06-29,97118.80911210726,92956.61445372927,101746.7952957674
2020-06-30,97129.87233070342,92959.47527564708,101788.50213081935
2020-07-01,97132.88863207329,92962.3360975649,101791.64281575086
2020-07-02,97135.90493344315,92965.19691948271,101794.78350068237
2020-07-03,97138.92123481301,92968.05774140052,101797.92418561388
2020-07-06,97149.9101389226,92978.48020715395,101809.3662404084
2020-07-07,97152.92644029246,92981.34102907176,101812.50692533991
2020-07-08,97155.94274166232,92984.20185098957,101815.64761027142
2020-07-09,97158.95904303218,92987.06267290738,101818.78829520293
2020-07-10,97161.97534440205,92989.9234948252,101821.92898013444
2020-07-13,97172.96424851163,93000.34596057862,101833.37103492896
2020-07-14,97175.9805498815,93003.20678249643,101836.51171986047
2020-07-15,97178.99685125136,93006.09870030465,101839.65240479198
2020-07-16,97182.01315262122,93008.99061811286,101842.79308972349
2020-07-17,97185.02945399108,93011.88253592108,101845.933774655
2020-07-20,97196.01835810067,93022.41828934573,101857.37582944952
2020-07-21,97199.03465947053,93025.31020715395,101860.51651438103
2020-07-22,97202.0509608404,93028.20212496216,101863.65719931254
2020-07-23,97205.06726221026,93031.09404277038,101866.79788424405
2020-07-24,97208.08356358012,93033.98596057859,101869.93856917556
2020-07-27,97219.07246768971,93044.52171400325,101881.38062397008
2020-07-28,97222.08876905957,93047.41363181146,101884.52130890159
2020-07-29,97225.10507042943,93050.30554961968,101887.6619938331
2020-07-30,97228.1213717993,93053.19746742789,101890.80267876461
2020-07-31,97231.13767316916,93056.0893852361,101893.94336369612
2020-08-03,97242.12657727874,93066.62513866076,101905.38541849064
2020-08-04,97245.1428786486,93069.51705646898,101908.52610342215
2020-08-05,97248.15918001847,93072.40897427719,101911.66678835366
2020-08-06,97251.17548138833,93075.3008920854,101914.80747328517
2020-08-07,97254.1917827582,93078.19280989362,101917.94815821668
2020-08-10,97265.18068686778,93088.72856331828,101929.3902130112
2020-08-11,97268.19698823764,93091.62048112649,101932.5308979427
2020-08-12,97271.2132896075,93094.5123989347,101935.67158287422
2020-08-13,97274.22959097737,93097.40431674292,101938.81226780573
2020-08-14,97277.24589234723,93100.29623455113,101941.95295273724
2020-08-17,97288.23479645682,93110.83198797579,101953.39500753176
2020-08-18,97291.25109782668,93113.723905784,101956.53569246327
2020-08-19,97294.26739919654,93116.61582359222,101959.67637739478
2020-08-20,97297.2837005664,93119.50774140043,101962.81706232628
2020-08-21,97300.30000193627,93122.39965920865,101965.9577472578
2020-08-24,97311.28890604585,93132.9354126333,101977.39980205231
2020-08-25,97314.30520741572,93135.82733044152,101980.54048698382
2020-08-26,97317.32150878558,93138.71924824973,101983.68117191533
2020-08-27,97320.33781015544,93141.61116605795,101986.82185684684
2020-08-28,97323.3541115253,93144.50308386616,101989.96254177835
2020-08-31,97334.34301563489,93155.03883729082,102001.40459657287
2020-09-01,97337.35931700475,93157.93075509903,102004.57637739478
2020-09-02,97340.37561837462,93160.82267290725,102007.7481582167
2020-09-03,97343.39191974448,93163.71459071546,102010.9199390386
2020-09-04,97346.40822111434,93166.60650852368,102014.09171986052
2020-09-07,97357.39712522393,93177.14226194833,102025.64706232627
2020-09-08,97360.41342659379,93180.03417975655,102028.81884314818
2020-09-09,97363.42972796365,93182.92609756476,102031.9906239701
2020-09-10,97366.44602933351,93185.81801537298,102035.162404792
2020-09-11,97369.46233070338,93188.70993318119,102038.33418561392
2020-09-14,97380.45123481296,93199.24568660585,102049.88952807967
2020-09-15,97383.46753618283,93202.13760441406,102053.06130890158
2020-09-16,97386.48383755269,93205.02952222228,102056.2330897235
2020-09-17,97389.50013892255,93207.92144003049,102059.4048705454
2020-09-18,97392.51644029241,93210.8133578387,102062.57665136732
2020-09-21,97403.505344402,93221.34911126336,102074.13199383307
2020-09-22,97406.52164577186,93224.24102907158,102077.30377465498
2020-09-23,97409.53794714173,93227.13294687979,102080.47555547689
2020-09-24,97412.55424851159,93230.024864688,102083.6473362988
2020-09-25,97415.57054988145,93232.91678249622,102086.81911712071
2020-09-28,97426.55945399104,93243.45253592088,102098.37445958647
2020-09-29,97429.5757553609,93246.34445372909,102101.54624040838
2020-09-30,97432.59205673076,93249.2363715373,102104.71802123029
2020-10-09,97467.49876905953,93282.70363181128,102141.42404862755
2020-10-12,97478.48767316912,93293.23938523594,102152.97939109331
2020-10-13,97481.50397453898,93296.13130304415,102156.15117191522
2020-10-14,97484.52027590884,93299.02322085237,102159.32295273713
2020-10-15,97487.5365772787,93301.91513866058,102162.49473355904
2020-10-16,97490.55287864857,93304.8070564688,102165.66651438095
2020-10-19,97501.54178275816,93315.34280989345,102177.2218568467
2020-10-20,97504.55808412802,93318.23472770167,102180.39363766862
2020-10-21,97507.57438549788,93321.12664550988,102183.56541849053
2020-10-22,97510.59068686774,93324.0185633181,102186.73719931244
2020-10-23,97513.6069882376,93326.91048112631,102189.90898013435
2020-10-26,97524.59589234719,93337.44623455097,102201.4643226001
2020-10-27,97527.61219371705,93340.33815235918,102204.63610342202
2020-10-28,97530.62849508692,93343.2300701674,102207.80788424393
2020-10-29,97533.64479645678,93346.12198797561,102210.97966506584
2020-10-30,97536.66109782664,93349.01390578382,102214.15144588775
2020-11-02,97547.65000193623,93359.54965920848,102225.7067883535
2020-11-03,97638.11132614424,93449.88659985484,102316.32359201356
2020-11-04,97959.12670090124,93770.77759105021,102637.49444622263
2020-11-05,99267.63834891259,95079.16485549991,103946.16157368603
2020-11-06,99237.12130987832,95057.07432125162,103905.89831384998
2020-11-09,98197.92436564156,94061.07724998545,102817.50151428561
2020-11-10,98550.94838335052,94399.7014530887,103186.92532085108
2020-11-11,100547.07539538344,96266.22841705642,105330.6523876249
2020-11-12,100293.26084397007,96052.01399953893,105031.73768371901
2020-11-13,100300.66912276906,96058.50603352298,105025.38233366635
2020-11-16,100311.99788989234,96069.38164996133,105031.43535848717
2020-11-17,100315.10747893344,96072.36685544078,105034.70042698033
2020-11-18,100318.21706797453,96075.35206092022,105037.96549547349
2020-11-19,100321.32665701563,96078.33726639967,105041.23056396664
2020-11-20,100324.43624605672,96081.32247187912,105044.4956324598
2020-11-23,100335.76501318,96092.19808831747,105056.39083793925
2020-11-24,100338.8746022211,96095.18329379692,105059.65590643241
2020-11-25,100341.98419126219,96098.16849927636,105062.92097492557
2020-11-26,100345.09378030329,96101.15370475581,105066.18604341873
2020-11-27,100348.20336934438,96104.13891023526,105069.45111191188
2020-11-30,100359.53213646766,96115.0145266736,105081.34631739133
2020-12-01,100362.64172550876,96117.99973215305,105084.61138588449
2020-12-02,100365.75131454985,96120.9849376325,105087.87645437765
2020-12-03,100368.86090359095,96123.97014311195,105091.1415228708
2020-12-04,100371.97049263204,96126.9553485914,105094.40659136396
2020-12-07,100383.29925975532,96137.83096502975,105106.30179684341
2020-12-08,100386.40884879642,96140.81617050919,105109.56686533657
2020-12-09,100389.51843783751,96143.80137598864,105112.83193382973
2020-12-10,100392.6280268786,96146.78658146808,105116.09700232289
2020-12-11,100395.7376159197,96149.77178694753,105119.36207081605
2020-12-14,100407.06638304298,96160.64740338588,105131.2572762955
2020-12-15,100410.17597208408,96163.63260886533,105134.52234478865
2020-12-16,100413.28556112517,96166.61781434478,105137.78741328181
2020-12-17,100416.39515016627,96169.60301982422,105141.05248177497
2020-12-18,100419.50473920736,96172.58822530367,105144.31755026813
2020-12-21,100430.83350633064,96183.46384174202,105156.21275574758
2020-12-22,100433.94309537174,96186.44904722147,105159.47782424073
2020-12-23,100437.05268441283,96189.43425270091,105162.74289273389
2020-12-24,100440.16227345393,96192.41945818036,105166.00796122705
2020-12-25,100443.27186249502,96195.4046636598,105169.2730297202
2020-12-28,100454.6006296183,96206.28028009816,105181.16823519966
2020-12-29,100457.7102186594,96209.2654855776,105184.43330369281
2020-12-30,100460.81980770049,96212.25069105705,105187.69837218597
2020-12-31,100463.92939674159,96215.2358965365,105190.96344067913
2021-01-04,100479.36775290596,96230.0567184543,105207.17371465173
2021-01-05,100482.47734194706,96233.04192393375,105210.43878314488
2021-01-06,100485.58693098815,96236.0271294132,105213.70385163804
2021-01-07,100488.69652002925,96239.01233489264,105216.9689201312
2021-01-08,100491.80610907034,96241.99754037209,105220.23398862436
2021-01-11,100503.13487619362,96252.87315681044,105232.1291941038
2021-01-12,100506.24446523472,96255.85836228989,105235.39426259696
2021-01-13,100509.35405427581,96258.84356776933,105238.65933109012
2021-01-14,100512.4636433169,96261.82877324878,105241.92439958328
2021-01-15,100515.573232358,96264.81397872823,105245.18946807644
2021-01-18,100526.90199948128,96275.68959516658,105257.08467355589
2021-01-19,100530.01158852238,96278.67480064603,105260.34974204905
2021-01-20,100533.12117756347,96281.66000612547,105263.6148105422
2021-01-21,100536.23076660457,96284.64521160492,105266.87987903536
2021-01-22,100539.34035564566,96287.63041708437,105270.14494752852
2021-01-25,100550.66912276894,96298.50603352272,105282.04015300797
2021-01-26,100553.77871181004,96301.49123900216,105285.30522150113
2021-01-27,100556.88830085113,96304.47644448161,105288.57028999428
2021-01-28,100559.99788989223,96307.46164996106,105291.83535848744
2021-01-29,100563.10747893332,96310.4468554405,105295.1004269806
2021-02-01,100574.4362460566,96321.32247187886,105306.99563246005
2021-02-02,100577.5458350977,96324.3076773583,105310.26070095321
2021-02-03,100580.6554241388,96327.29288283775,105313.52576944637
2021-02-04,100583.76501317989,96330.2780883172,105316.79083793952
2021-02-05,100586.87460222098,96333.26329379664,105320.05590643268
2021-02-08,100598.20336934426,96344.138910235,105331.95111191213
2021-02-09,100601.31295838536,96347.12411571444,105335.21618040529
2021-02-10,100604.42254742645,96350.10932119389,105338.48124889845
2021-02-18,100636.29925975522,96380.7109650295,105371.95179684366
2021-02-19,100639.40884879632,96383.69617050895,105375.21686533681
2021-02-22,100650.7376159196,96394.5717869473,105387.11207081626
2021-02-23,100653.8472049607,96397.55699242675,105390.37713930942
2021-02-24,100656.95679400179,96400.5421979062,105393.64220780258
2021-02-25,100660.06638304288,96403.52740338564,105396.90727629574
2021-02-26,100663.17597208398,96406.51260886509,105400.1723447889
2021-03-01,100674.50473920726,96417.38822530344,105412.06755026834
2021-03-02,100677.61432824835,96420.37343078289,105415.3326187615
2021-03-03,100680.72391728945,96423.35863626233,105418.59768725466
2021-03-04,100683.83350633054,96426.34384174178,105421.86275574782
2021-03-05,100686.94309537164,96429.32904722122,105425.12782424098
2021-03-08,100698.27186249492,96440.20466365958,105437.02302972043
2021-03-09,100701.38145153601,96443.18986913902,105440.28809821358
2021-03-10,100704.49104057711,96446.17507461847,105443.55316670674
2021-03-11,100707.6006296182,96449.16028009792,105446.8182351999
2021-03-12,100710.7102186593,96452.14548557736,105450.08330369306
2021-03-15,100722.03898578258,96463.02110201571,105461.9785091725
2021-03-16,100725.14857482367,96466.00630749516,105465.24357766566
2021-03-17,100728.25816386477,96468.99151297461,105468.50864615882
2021-03-18,100731.36775290586,96471.97671845405,105471.77371465198
2021-03-19,100734.47734194696,96474.9619239335,105475.03878314514
2021-03-22,100745.80610907024,96485.83754037185,105486.93398862459
2021-03-23,100748.91569811133,96488.8227458513,105490.19905711774
2021-03-24,100752.02528715243,96491.80795133075,105493.4641256109
2021-03-25,100926.59958178761,96650.45524056285,105652.39127785672
2021-03-26,101507.43612119212,97246.93892235673,106249.1548226643
2021-03-29,102124.13166178223,97863.5777941194,106887.92194016774
2021-03-30,102792.13301552292,98503.57909111647,107587.12335713704
2021-03-31,102663.2449266521,98379.4094243551,107062.71968968709
2021-04-01,103028.91350229041,98691.27865688427,108155.22385724385
2021-04-02,103217.7855639702,98852.08489256052,109204.02077325185
2021-04-06,103233.68707081952,98867.21448160162,110646.1204398473
2021-04-07,103236.88994753185,98870.2618788619,110471.32269032796
2021-04-08,103240.09282424417,98873.30927612218,110908.32227357228
2021-04-09,103000.55910023894,98652.06385783885,111126.81685574849
2021-04-12,103143.28285842582,98801.48689808251,111869.72552426656
2021-04-13,102902.86599403812,98527.63062701121,111826.01827271779
2021-04-14,104057.8509829681,99653.48011731154,112350.42194016774
2021-04-15,102962.75083088095,98668.84269935617,112131.91693909962
2021-04-16,103695.75013183767,99335.74457389841,112962.21927293141
2021-04-19,104135.54446958716,99686.74423915872,112831.11835606892
2021-04-20,102669.5458676737,98317.84303409584,111962.12920606945
2021-04-21,101936.54656671698,97650.94115955362,111187.66281616059
2021-04-22,102816.14398025686,98493.33868247995,111281.20821424344
2021-04-23,101640.71510288471,97367.50953607628,111284.65985807906
2021-04-26,102332.32615995775,97994.6560190949,111297.23478958591
2021-04-27,102714.1229230967,98379.02979376138,111300.68643342154
2021-04-28,102469.23059979896,98119.16112829203,111304.13807725716
2021-04-29,102468.86758178346,98121.61936060019,111307.58972109278
2021-04-30,102472.03936260537,98124.66675786047,111311.0413649284
2021-05-06,102496.17004753687,98147.85114142211,111337.3012279421
2021-05-07,102499.34182835878,98150.89853868239,111340.75287177772
2021-05-10,102510.89717082454,98162.00073046322,111353.32780328457
2021-05-11,102514.06895164645,98165.0481277235,111356.77944712019
2021-05-12,102517.24073246836,98168.09552498377,111360.23109095581
2021-05-13,102520.41251329027,98171.14292224405,111363.68273479144
2021-05-14,102523.58429411218,98174.19031950433,111367.13437862706
2021-05-17,102535.13963657794,98185.29251128515,111379.70931013391
2021-05-18,102538.31141739985,98188.33990854543,111383.16095396953
2021-05-19,102541.48319822176,98191.3873058057,111386.61259780516
2021-05-20,102544.65497904367,98194.43470306598,111390.06424164078
2021-05-21,102547.82675986558,98197.48210032626,111393.5158854764
2021-05-24,102559.38210233134,98208.58429210709,111406.09081698325
2021-05-25,102562.55388315325,98211.63168936736,111409.54246081888
2021-05-26,102565.72566397516,98214.67908662764,111412.9941046545
2021-05-27,102568.89744479707,98217.72648388792,111416.44574849012
2021-05-28,102572.06922561898,98220.7738811482,111419.89739232574
2021-05-31,102583.62456808474,98231.87607292902,111432.4723238326
2021-06-01,102586.79634890665,98234.9234701893,111435.92396766822
2021-06-02,102589.96812972856,98237.97086744958,111439.37561150384
2021-06-03,102593.13991055047,98241.01826470986,111442.82725533946
2021-06-04,102596.31169137238,98244.06566197013,111446.27889917509
2021-06-07,102607.86703383813,98255.16785375096,111458.85383068194
2021-06-08,101182.95450565509,96890.3183300992,109909.75143322028
2021-06-09,102138.75169512919,97882.21010761462,111035.54210075417
2021-06-10,103572.4522268503,99179.3161471387,112507.74895557443
2021-06-11,101501.5598988264,97195.51440077029,110256.14697345773
2021-06-15,103253.85632869891,98950.41454630099,112247.94713863412
2021-06-16,100386.45526525668,96203.61352758609,109130.34598239938
2021-06-17,109147.95640465907,104520.31105356418,118569.74317440072
2021-06-18,110263.05154320887,105664.8099620839,119868.74193557777
2021-06-21,110740.95488545588,106122.61316375934,120388.3455694584
2021-06-22,110263.05154320887,105664.8099620839,119868.74193557777
2021-06-23,115360.65237877062,110471.7162926694,125324.54912075082
2021-06-24,113130.4526066511,108335.31651096545,122899.7493685154
2021-06-25,114723.46058246783,109861.31505565846,124631.7477167515
2021-06-28,116475.75701234034,111616.21520118913,126623.54788192787
2021-06-29,115201.35442969493,110319.11825733386,125151.3513506321
2021-06-30,120776.85860750369,115660.11316375934,131213.34556945838
2021-07-01,117431.55420181445,112531.81250887118,127662.74482616464
2021-07-02,115201.35442969493,110395.41272716723,125237.94507392922
2021-07-05,120936.15655657939,115889.01476459704,131473.1473863987
2021-07-06,118705.95678445986,113752.6149828931,129048.34763416329
2021-07-07,121414.0598988264,116270.51440077029,131906.1469734577
2021-07-08,125555.85404989413,120238.11789350711,136409.3509376911
2021-07-09,124281.45146724871,119093.60988931857,135110.34185298957
2021-07-12,125555.85404989413,120314.41236334048,136495.94466098823
2021-07-13,119343.15807578257,114286.71265440188,129654.54499134103
2021-07-14,117909.45754406146,112989.6157105466,128182.34846004525
2021-07-15,118546.65883538417,113600.01694755755,128875.14986404458
2021-07-16,116635.05496141604,111768.81323652469,126796.7456520466
2021-07-19,116794.35291049174,111845.11680202685,126883.34969886819
2021-07-20,119821.05192300967,114744.5158560773,130174.14862522164
2021-07-21,124600.05686042002,119322.51149015628,135370.14366992988
2021-07-22,128741.86050650767,123290.1149828931,139873.34763416328
2021-07-23,129060.45640465907,123671.61461906634,140306.3472212223
2021-07-26,131609.25207493,126036.916001608,142990.94879039802
2021-07-27,131449.9541258543,125960.61243610583,142904.34474357642
2021-07-28,128104.65921518496,122679.71374588214,139180.54623016395
2021-07-29,138140.55344221287,132293.51731138432,150092.15027698554
2021-07-30,140052.157316181,134201.01549225056,152257.14821228065
2021-08-02,136866.16035458737,131149.01840286457,148793.15151580848
2021-08-03,128104.65921518496,122679.71374588214,139180.54623016395
2021-08-04,133680.15389797383,128097.01221780978,145329.14449581184
2021-08-05,133680.15389797383,128097.01221780978,145329.14449581184
2021-08-06,132724.35670849972,127105.11134462556,144203.3435047535
2021-08-09,128901.15845558337,123519.01658373079,140133.14945110359
2021-08-10,128104.65921518496,122679.71374588214,139180.54623016395
2021-08-11,128582.55306241206,123137.51694755755,139700.14986404456
2021-08-12,130016.25359413317,124510.917456915,141258.95044216193
2021-08-13,125077.96020266703,119780.31469183169,135889.7473038105
2021-08-16,126033.75739214114,120772.2155650159,137015.54829486884
2021-08-17,120298.95526525668,115202.3099620839,130693.74193557777
2021-08-18,120458.25321433238,115431.21156292163,130953.54375251809
2021-08-19,120277.65037363517,115258.20469857515,130757.18209521264
2021-08-20,120281.38188048449,115261.7807259724,130761.22456096607
2021-08-23,120294.97640103244,115274.80880816419,130775.95195822635
2021-08-24,120298.70790788176,115278.38483556145,130779.99442397978
2021-08-25,120302.43941473108,115281.9608629587,130784.03688973321
2021-08-26,120306.1709215804,115285.53689035596,130788.07935548664
2021-08-27,120309.90242842972,115289.11291775321,130792.12182124007
2021-08-30,120323.49694897767,115302.140999945,130806.84921850034
2021-08-31,120327.22845582699,115305.71702734225,130810.89168425377
2021-09-01,120330.95996267631,115309.29305473951,130814.9341500072
2021-09-02,120334.69146952563,115312.86908213676,130818.97661576064
2021-09-03,120338.42297637495,115316.44510953402,130823.01908151407
2021-09-06,120352.0174969229,115329.4731917258,130837.74647877434
2021-09-07,120355.74900377222,115333.04921912306,130841.78894452777
2021-09-08,120359.48051062154,115336.62524652031,130845.8314102812
2021-09-09,120363.21201747085,115340.20127391757,130849.87387603463
2021-09-10,120366.94352432017,115343.77730131483,130853.91634178806
2021-09-13,120380.53804486812,115356.80538350661,130868.64373904833
2021-09-14,120384.26955171744,115360.38141090386,130872.68620480176
2021-09-15,120388.00105856676,115363.95743830112,130876.7286705552
2021-09-16,120391.73256541608,115367.53346569838,130880.77113630863
2021-09-17,120395.4640722654,115371.10949309563,130884.81360206206
2021-09-22,120418.92160651197,115393.58963008193,130910.22593082918
2021-09-23,120422.65311336129,115397.16565747919,130914.26839658261
2021-09-24,120426.3846202106,115400.74168487644,130918.31086233605
2021-09-27,120439.97914075856,115413.76976706822,130933.03825959632
2021-09-28,120443.71064760788,115417.34579446548,130937.08072534975
2021-09-29,120447.4421544572,115420.92182186274,130941.12319110318
2021-09-30,120451.17366130651,115424.49784925999,130945.16565685661
2021-10-08,120489.42571610103,115461.15606843807,130986.60538288401
2021-10-11,120503.02023664898,115474.18415062985,131001.33278014428
2021-10-12,120506.7517434983,115477.7601780271,131005.40634178811
2021-10-13,120510.48325034762,115481.33620542436,131009.47990343194
2021-10-14,120514.21475719694,115484.91223282162,131013.55346507578
2021-10-15,120517.94626404626,115488.48826021887,131017.62702671961
2021-10-18,120531.54078459421,115501.51634241066,131032.46771165112
2021-10-19,120535.27229144353,115505.09236980791,131036.54127329495
2021-10-20,120539.00379829285,115508.66839720517,131040.61483493878
2021-10-21,120542.73530514217,115512.24442460242,131044.68839658261
2021-10-22,120546.46681199149,115515.82045199968,131048.76195822645
2021-10-25,120560.06133253944,115528.84853419146,131063.60264315795
2021-10-26,120563.79283938876,115532.42456158872,131067.67620480178
2021-10-27,120567.52434623807,115536.00058898597,131071.74976644562
2021-10-28,118914.0592569621,113882.38002025793,129418.62673196416
2021-10-29,119167.06566790982,114135.2309517536,129671.97519770642
2021-11-01,118393.4916945504,113361.09054003801,128899.64738873055
2021-11-02,119846.32206052457,114813.76542656013,130352.78871360884
2021-11-03,118908.59272426592,113875.88061084943,129415.40143214472
2021-11-04,122126.10706419795,117093.23947132939,132633.22673098085
2021-11-05,122131.5549645964,117094.05461890696,132646.77701639218
2021-11-08,120263.74864917433,115303.24856383797,130611.49831002754
2021-11-09,119754.35520749725,114814.85485179423,130057.70543998285
2021-11-10,117292.25148301758,112454.25128085612,127381.00139087244
2021-11-11,118494.58424076164,113621.58407197878,128655.44480055584
2021-11-12,117936.51847506988,113105.5181827862,128008.5792959801
2021-11-15,121167.85209086948,116266.851865343,131382.52634717702
2021-11-16,122389.28703627366,117411.2869676266,132765.56096442183
2021-11-17,121143.34176398236,116196.84149840157,131453.85245596123
2021-11-18,121197.22156476352,116265.2764033123,131477.9833245373
2021-11-19,120774.21860646579,115859.37356460532,131002.16794703962
2021-11-22,120210.21746348712,115318.17246783218,130390.16670678617
2021-11-23,118518.21403455111,113694.56917751273,128554.16298602583
2021-11-24,116121.21968221042,111394.4745968624,125953.16911433698
2021-11-25,114497.07260957507,110182.99579118755,124706.28970942087
2021-11-26,113885.62394893868,109742.40814222443,124166.16537790232
2021-11-29,114612.82181061011,110253.001568452,124743.95793895655
2021-11-30,111946.42001903756,108380.80538286317,122625.36225538187
2021-12-01,112431.22100151282,108721.20100034821,123010.55729608469
2021-12-02,113764.42550934058,109657.30416549792,124069.86087779934
2021-12-03,118127.61990345221,112720.90530170548,127536.66216354303
2021-12-06,118006.42146385412,112635.80132497895,127440.35766344004
2021-12-07,117764.02458465796,112465.60351623643,127247.76014308863
2021-12-08,123581.62915027836,116550.40164960969,131870.1580307954
2021-12-09,126732.81747616034,118763.00359739411,134373.96023492748
2021-12-10,126490.42059696418,118592.80578865159,134181.36271457607
2021-12-13,127581.22822559577,119358.70100034821,135048.0572960847
2021-12-14,128793.2270697425,120209.70018877137,136011.05637769634
2021-12-15,126490.42059696418,118592.80578865159,134181.36271457607
2021-12-16,124066.42290867072,116890.80741180526,132255.36455135274
2021-12-17,120066.82383335334,114082.50806106675,129077.46528606348
2021-12-20,119945.62539375525,113997.40408434022,128981.16078596048
2021-12-21,120066.82383335334,114082.50806106675,129077.46528606348
2021-12-22,120794.0216950248,114593.10148729432,129655.25784711771
2021-12-23,124308.81978786689,117061.0052205478,132447.9620717042
2021-12-24,124066.42290867072,116890.80741180526,132255.36455135274
2021-12-27,122490.8215216468,115784.50643791306,131003.46344928675
2021-12-28,122428.27149051972,115695.9103229492,130903.20721108439
2021-12-29,122432.06518914986,115699.48635034646,130907.24967683782
2021-12-30,122435.85888777999,115703.06237774371,130911.29214259125
2021-12-31,122439.65258641013,115706.63840514097,130915.33460834468
2022-01-04,122458.48738093067,115724.39251473002,130935.40447135839
2022-01-05,122462.28107956081,115727.96854212727,130939.44693711182
2022-01-06,122466.07477819094,115731.54456952453,130943.48940286525
2022-01-07,122469.86847682108,115735.12059692178,130947.53186861868
2022-01-10,122483.68957271149,115748.14867911357,130962.25926587895
2022-01-11,122487.48327134163,115751.72470651082,130966.30173163238
2022-01-12,122491.27696997176,115755.30073390808,130970.34419738581
2022-01-13,122495.0706686019,115758.87676130534,130974.38666313924
2022-01-14,122498.86436723203,115762.45278870259,130978.42912889268
2022-01-17,122512.68546312244,115775.48087089437,130993.15652615295
2022-01-18,122516.47916175258,115779.05689829163,130997.19899190638
2022-01-19,122520.27286038271,115782.63292568889,131001.24145765981
2022-01-20,122524.06655901285,115786.20895308614,131005.28392341324
2022-01-21,122527.86025764298,115789.7849804834,131009.35748505707
2022-01-24,122541.6813535334,115802.81306267518,131024.19816998858
2022-01-25,118101.30489363705,111607.71904993964,126279.05561995482
2022-01-26,118732.50930800472,112162.9201750846,126907.05689263319
2022-01-27,116628.51131453548,110219.72037363959,124709.05711722349
2022-01-28,116365.50529494323,109942.11567450476,124395.05180191969
2022-02-07,115875.9039943213,109500.08071874821,123895.05549029305
2022-02-08,115879.48002171855,109503.470170803,123898.8802848136
2022-02-09,115883.05604911581,109506.8596228578,123902.70507933415
2022-02-10,115886.63207651307,109510.24907491259,123906.5298738547
2022-02-11,115890.20810391032,109513.63852696738,123910.35466837525
2022-02-14,115903.2361861021,109525.98688313176,123924.2890519369
2022-02-15,115840.83403433094,109463.39815601813,123862.13566728903
2022-02-16,115028.65432709218,108651.0318734369,123050.20472717356
2022-02-17,112390.65677790946,106050.34190502444,120364.65089607042
2022-02-18,113745.35208611793,107329.03747644702,121816.2458686809
2022-02-21,113816.65541796989,107396.34062137881,121892.64943885607
2022-02-22,115028.75256209678,108540.43792572299,123191.44637870592
2022-02-23,115028.75256209678,108540.43792572299,123191.44637870592
2022-02-24,117524.25018220252,110895.93567934314,125865.4438285808
2022-02-25,114672.25290208167,108203.9382466344,122809.44674300951
2022-02-28,115955.65337806052,109415.33869591037,124184.64725303453
2022-03-01,117666.85684590643,111030.54196920671,126018.25096893113
2022-03-02,121303.15677790946,114462.84190502444,129914.65089607042
2022-03-03,126080.25052218742,118971.93600025454,135033.44419288437
2022-03-04,122443.9505901844,115539.63606443683,131137.0442657451
2022-03-07,132354.6547380001,124894.339979556,141756.64871024888
2022-03-08,128076.65031819648,120856.3358077077,137172.64397430222
2022-03-09,131071.25426202123,123682.93953028001,140381.44820022385
2022-03-10,124226.45738988229,117222.14248266499,133047.05155181693
2022-03-11,124654.25188212699,117625.93728390017,133505.44565009873
2022-03-14,120304.95263009374,113520.63798990526,128845.04645156662
2022-03-15,116240.84970622367,109684.53523006717,124490.24331855577
2022-03-16,118237.24950223273,111568.93503752032,126629.44309997362
